,NOMBRE,DIRECCION,BARRIO,COCINA,SITUACION,TERRAZA,SUPERFICIE_OCUPADA,RATING,NUM_OPINIONES,PRECIO,LONGITUD,LATITUD
916,Palermo Food Club,"C. ROSER, 34",el Poble-sec,ARGENTINO,None,No,None,0.0,0,15,2.16645,41.37316
917,Palosanto,"C. AVINYO, 30",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,0.0,0,30,2.17734,41.38085
918,Pan Asia,"C. BRUSI, 37",Sant Gervasi - Galvany,JAPONES,Abierto,No,None,8.4,271,18,2.14582,41.40086
919,Panchito Amigo,"C. AMIGO, 57",Sant Gervasi - Galvany,MEXICANO,Abierto,No,None,0.0,0,20,2.14322,41.3962
920,Panchito Vico,"C. VICO, 28",Sant Gervasi - Galvany,MEXICANO,Abierto,No,None,9.2,79,18,2.13614,41.40013
921,Pancomido,"C. DOCTOR FLEMING, 23",les Tres Torres,MEDITERRANEO,Abierto,Si,9.0,9.2,133,20,2.13442,41.3946
922,Pandan,"TRAV. GRACIA, 8",Sant Gervasi - Galvany,ASIATICO,None,Si,3.6,0.0,0,15,2.14597,41.3937
923,Panko restaurant,"C. VILADOMAT, 249",la Nova Esquerra de l'Eixample,PERUANO,Sin información,Si,2.25,8.9,11,25,2.14841,41.38624
924,Panorama Bar,"PG. SANT JOAN, 84",la Dreta de l'Eixample,INTERNACIONAL,Abierto,Si,21.6,0.0,0,14,2.17194,41.39797
925,Pappa Sven,"C. VILLARROEL, 22",Sant Antoni,INTERNACIONAL,None,Si,4.5,9.5,1055,30,2.16179,41.38159
926,Pappapomodoro,"C. JOSEP PLA, 19",Diagonal Mar i el Front Marítim del Poblenou,Sin información,Abierto,Si,27.0,8.2,223,15,2.21579,41.40866
927,Parellada,"C. ARGENTERIA, 37","Sant Pere, Santa Caterina i la Ribera",CATALAN,None,No,None,0.0,0,25,2.18006,41.38379
928,Parker Restaurante,"C. ARIBAU, 3",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,10.8,0.0,0,15,2.16252,41.38588
929,Parlament Cuina de Barri,"C. PARLAMENT, 26",Sant Antoni,MEDITERRANEO,Abierto,Si,6.75,8.0,1246,20,2.16246,41.37624
930,Pasa Tapas,"C. DOCTOR AIGUADER, 6",la Barceloneta,MEDITERRANEO,Abierto,Si,18.0,8.5,77,18,2.18701,41.3822
931,Passeig,"C. CORSEGA, 300",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,25.92,9.4,26,22,2.15826,41.39559
932,Passione Napoletana,"C. VILLARROEL, 247",l'Antiga Esquerra de l'Eixample,Sin información,Abierto,Si,11.25,9.1,15,15,2.14792,41.39178
933,Pata Salada II,"C. MARQUES DE SENTMENAT, 75",les Corts,PERUANO,None,Si,5.4,0.0,0,15,2.13992,41.38546
934,Patara Bar,"C. CONSELL DE CENT, 190",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,8.55,8.2,43,15,2.15657,41.38408
935,Patio Andaluz,"C. FASTENRATH, 14",la Teixonera,ESPAÑOL,None,No,None,8.0,16,20,2.14331,41.42147
936,Pato Pekín,"C. MARINA, 16",la Vila Olímpica del Poblenou,CHINO,Abierto,Si,58.5,0.0,0,27,2.19737,41.38734
937,Patrón,"TRAV. GRACIA, 44",Sant Gervasi - Galvany,MEDITERRANEO,None,Si,2.4,0.0,0,28,2.14877,41.39549
938,Patxi,"C. BONAVISTA, 21",la Vila de Gràcia,VASCO,Abierto,No,None,0.0,0,45,2.15981,41.39843
939,Peccata Pizza,"C. MANDRI, 58",Sant Gervasi - la Bonanova,ITALIANO,Abierto,Si,2.25,0.0,0,20,2.13227,41.40485
940,Peggy Sue's,"C. BALMES, 24",la Dreta de l'Eixample,AMERICANO,Abierto,Si,5.7,0.0,0,15,2.16487,41.38779
941,Pelai by Eboca Restaurant,"C. PELAI, 28",el Raval,CATALAN,None,No,None,9.1,180,18,2.16682,41.38566
942,Pepa Tomate - Parlament,"C. PARLAMENT, 35",Sant Antoni,MEDITERRANEO,Abierto,Si,5.4,8.8,319,18,2.16273,41.37672
943,Pez Vela,"PG. MARE NOSTRUM, 19",la Barceloneta,ARROCERIA,None,No,None,0.0,0,40,2.18986,41.36915
944,Piazze d'Italia,"C. CASANOVA, 94",l'Antiga Esquerra de l'Eixample,Sin información,Abierto,Si,7.74,8.9,709,29,2.15692,41.38697
945,Picasso,"C. MALLORCA, 422",la Sagrada Família,MEDITERRANEO,Abierto,Si,9.0,9.0,33,22,2.17588,41.40365
946,Piccata,"G.V.. CORTS CATALANES, 489",la Nova Esquerra de l'Eixample,Sin información,Abierto,Si,15.75,0.0,0,24,2.15585,41.38043
947,Piel de Gallina,"C. MAGALHÃES, 35",el Poble-sec,FUSION,None,No,None,8.8,15,25,2.16332,41.37212
948,Pilar,"C. VALENCIA, 113",l'Antiga Esquerra de l'Eixample,ESPAÑOL,Abierto,Si,8.33,0.0,0,20,2.15447,41.38618
949,Piscolabis - Diagonal,"AV. DIAGONAL, 593",les Corts,MEDITERRANEO,Abierto,Si,18.0,0.0,0,20,2.13089,41.38877
950,Pizza Paco,"C. ALLADA-VERMELL, 10","Sant Pere, Santa Caterina i la Ribera",Sin información,None,No,None,0.0,0,15,2.18086,41.38683
951,Pizzeria Eden Barcelona,"C. PROVENÇA, 332",la Dreta de l'Eixample,Sin información,None,Si,2.7,8.8,20,17,2.16495,41.39721
952,Pizzeria Napoletana Core e Passiòn,"AV. PARAL·LEL, 131",el Poble-sec,ITALIANO,None,No,None,9.3,17,16,2.1595,41.37483
953,"Pizzeria Sants, tapes bar i restaurant","C. GALILEU, 1",Sants,Sin información,Abierto,No,None,0.0,0,28,2.13582,41.37621
954,Pizzería Alson,"C. TAMARIT, 82",el Poble Sec,Sin información,Cerrado,Si,1.2,8.8,276,15,2.15551,41.3744
955,Pizzería Da Pietro Corner,"C. CRAYWINCKEL, 31",el Putxet i el Farró,ITALIANO,None,Si,2.4,9.0,29,25,2.13855,41.41131
956,Più Barcelona,"G.V.. CORTS CATALANES, 633",la Dreta de l'Eixample,Sin información,Cerrado,Si,10.8,0.0,0,20,2.17056,41.39147
957,Pla,"C. BELLAFILA, 5",el Barri Gòtic,MEDITERRANEO,None,No,None,0.0,0,30,2.17858,41.3823
958,Pla de la Garsa,"C. ASSAONADORS, 13","Sant Pere, Santa Caterina i la Ribera",CATALAN,Cerrado,No,None,9.1,598,23,2.18062,41.38604
959,Platja Ca La Nuri,"PG. MARITIM DE LA BARCELONETA, 55",la Barceloneta,ARROCERIA,None,No,None,0.0,0,40,2.19559,41.38385
960,Pockets,"C. PROVENÇA, 322",la Dreta de l'Eixample,ESPAÑOL,None,No,None,0.0,0,16,2.16446,41.39686
961,Pococlaro gastrobar,"C. JUAN DE GARAY, 11",Navas,CATALAN,Abierto,Si,9.15,8.1,8,23,2.18151,41.41841
962,Pomodoro,"AV. DIAGONAL, 423",l'Antiga Esquerra de l'Eixample,Sin información,Abierto,No,None,0.0,0,20,2.15298,41.39465
963,Pompeia,"C. FOIXARDA, 2",el Poble-sec,MEDITERRANEO,None,No,None,7.3,6,16,2.14618,41.36853
964,Ponsa,"C. ENRIC GRANADOS, 89",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,9.0,0.0,0,25,2.15652,41.39213
965,Pool Up Gastrobar - Gran Hotel Havana,"G.V.. CORTS CATALANES, 647",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,8.5,63,28,2.17221,41.39273
966,Port Vell,"PG. JOAN BORBO COMTE BARCELONA, 20",la Barceloneta,MEDITERRANEO,None,Si,22.5,9.0,12,25,2.18773,41.37983
967,Prado de Flores,"C. SANTA ANNA, 11",el Barri Gòtic,Sin información,None,No,None,8.5,33,17,2.17123,41.38514
968,Pronto Pizza,"C. LLULL, 230",el Poblenou,Sin información,Abierto,Si,3.45,0.0,0,20,2.20463,41.40275
969,Puerto Madero,"C. PARIS, 175",l'Antiga Esquerra de l'Eixample,ARGENTINO,Cerrado,Si,8.1,0.0,0,43,2.15199,41.39282
970,Pulpería Can Lampazas - Buenos Aires,"C. BUENOS AIRES, 2",l'Antiga Esquerra de l'Eixample,GALLEGO,None,Si,6.75,9.4,2448,30,2.14517,41.39092
971,Puntaromana,"C. ENRIC GRANADOS, 147",l'Antiga Esquerra de l'Eixample,ITALIANO,Cerrado,Si,39.48,0.0,0,30,2.15353,41.39438
972,Pur - Nandu Jubany,"PTGE. CONCEPCIO, 11",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,No,None,0.0,0,80,2.16007,41.39449
973,Pura Brasa - Rambla Catalunya,"RBLA. CATALUNYA, 13",la Dreta de l'Eixample,ASADOR,Abierto,Si,21.0,8.8,248,16,2.16738,41.38803
974,Purobeach Barcelona,"PG. TAULAT, 262",Diagonal Mar i el Front Marítim del Poblenou,MEDITERRANEO,None,Si,33.0,9.3,60,38,2.21837,41.40827
975,Putxinel·lis,"C. SALOU, 23",Sants,Sin información,None,No,None,9.2,364,20,2.13745,41.37631
976,Puzzles,"C. MARINA, 228",la Sagrada Família,AMERICANO,None,Si,7.8,8.8,170,15,2.17749,41.4023
977,Quillo Bar,"C. REC COMTAL, 2","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,Si,4.5,8.9,120,25,2.17967,41.3892
978,Quinoa Aragó Vegetarià,"C. ARAGO, 209",l'Antiga Esquerra de l'Eixample,VEGETARIANO,None,Si,2.25,9.0,1040,80,2.15986,41.38861
979,Quinto Quinta,"G.V.. CORTS CATALANES, 373",la Nova Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,42.75,9.1,306,30,2.14997,41.37603
980,Quixote,"C. CONSELL DE CENT, 314",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,6.75,8.6,3057,20,2.16685,41.39184
981,RARE burgers & more,"C. CASP, 55",la Dreta de l'Eixample,AMERICANO,Abierto,Si,4.5,0.0,0,18,2.17522,41.39288
982,RESTAURANT LA FERRERIA DES DE 1987,"C. NEPTU, 4",la Vila de Gràcia,MEDITERRANEO,Abierto,No,None,9.5,1473,45,2.15521,41.3973
983,RESTAURANTE BONA SORT,"C. GIRONA, 42",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,6.75,8.6,260,20,2.17377,41.39295
984,Raco de maladeta,"C. MALADETA, 1",Porta,JAPONES,Abierto,Si,18.0,0.0,0,20,2.17673,41.4318
985,Raconet,"C. CALABRIA, 206",la Nova Esquerra de l'Eixample,MEDITERRANEO,None,Si,2.25,0.0,0,30,2.14866,41.38467
986,Racó d'Angel,"C. FOLGUEROLES, 24",Sant Gervasi - la Bonanova,MEDITERRANEO,Abierto,Si,4.8,9.6,85,20,2.13627,41.40792
987,Raffaelli,"C. LUIS ANTUNEZ, 11",la Vila de Gràcia,AUTOR,None,No,None,9.0,512,35,2.15507,41.39821
988,Rainbow Buffet,"C. CASANOVA, 42",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,Si,5.4,7.9,1884,15,2.16041,41.38434
989,Raizes Barcelona,"C. PROVENÇA, 357",la Dreta de l'Eixample,FUSION,None,Si,2.25,9.3,35,15,2.16939,41.40082
990,Ramen Bcn,"C. GIRONA, 108",la Dreta de l'Eixample,JAPONES,Abierto,Si,6.0,7.9,562,15,2.169,41.39655
991,Ramen Dining Yú,"C. VALENCIA, 204",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,No,None,0.0,0,22,2.15824,41.38875
992,Ramen Dou,"C. COMTAL, 11",el Barri Gòtic,JAPONES,Cerrado,No,None,9.4,9,15,2.1732,41.38654
993,Ramen House,"RBLA. POBLENOU, 65",el Poblenou,JAPONES,Abierto,No,None,9.6,7,15,2.20115,41.40104
994,Ramen Kuma,"C. SARDENYA, 178",el Fort Pienc,JAPONES,None,Si,24.44,8.3,490,15,2.18252,41.3967
995,Rangoli,"PG. JOAN BORBO COMTE BARCELONA, 78",la Barceloneta,INDIO,None,No,None,9.6,2461,21,2.18859,41.37506
996,Refugi Del Port,"C. JUDICI, 4",la Barceloneta,MEDITERRANEO,None,No,None,0.0,0,25,2.18935,41.37647
997,Restaurant Balmes 159,"C. BALMES, 159",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,25,2.15555,41.39458
998,Restaurant Gaudeix,"AV. GAUDI, 52",la Sagrada Família,MEDITERRANEO,Abierto,Si,36.0,7.8,27,17,2.17453,41.40871
999,Restaurant Smith,"C. CORTADA, 32",la Teixonera,MEDITERRANEO,Abierto,Si,6.75,8.7,18,20,2.14711,41.42407
1000,Restaurant Volubilis,"C. TAMARIT, 151",Sant Antoni,MARROQUI,None,Si,9.0,9.0,142,22,2.16016,41.3782
1001,Restaurante Alfonsina,"C. DIPUTACIO, 379",la Dreta de l'Eixample,ARGENTINO,Abierto,Si,2.85,0.0,0,20,2.1757,41.39704
1002,Restaurante La Llesca,"AV. GAUDI, 12",la Sagrada Família,MEDITERRANEO,Abierto,Si,12.0,8.8,116,21,2.17457,41.40533
1003,Restaurante Malasaña . BCN,"AV. MISTRAL, 20",Sant Antoni,MEDITERRANEO,Abierto,Si,48.0,9.6,12,18,2.15776,41.37721
1004,Restaurante Santiaguiño,"C. BUENOS AIRES, 2",l'Antiga Esquerra de l'Eixample,GALLEGO,None,Si,6.75,0.0,0,22,2.14517,41.39092
1005,Riad Sakura,"C. SICILIA, 270",la Sagrada Família,ARABE,None,Si,3.45,0.0,0,20,2.17474,41.40075
1006,Rias de Galicia,"C. LLEIDA, 7",el Poble Sec,GALLEGO,Abierto,Si,4.8,0.0,0,80,2.15459,41.37427
1007,Rilke,"C. MALLORCA, 275",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,No,None,0.0,0,45,2.1636,41.39478
1008,Rincón Criollo,"PG. SANT JOAN, 72",la Dreta de l'Eixample,ARGENTINO,Abierto,Si,20.28,0.0,0,22,2.17305,41.39713
1009,Rincón Persa,"C. FLORIDABLANCA, 85",Sant Antoni,IRANI,Abierto,No,None,0.0,0,25,2.15931,41.37925
1010,Rincón de Galicia,"C. PORTAL NOU, 61","Sant Pere, Santa Caterina i la Ribera",ASADOR,Abierto,Si,9.0,8.9,10,23,2.18082,41.38973
1011,Rincón del Norte,"C. JOAN GÜELL, 107",Sants,GALLEGO,None,No,None,8.2,1099,19,2.1324,41.38056
1012,Roig Robí,"C. SENECA, 20",la Vila de Gràcia,CATALAN,None,No,None,8.9,329,45,2.15629,41.39693
1013,Romero,"C. BAILEN, 115",la Dreta de l'Eixample,MEDITERRANEO,None,Si,5.89,0.0,0,22,2.16938,41.39774
1014,Rooftop Garden - El Palace Barcelona,"G.V.. CORTS CATALANES, 668",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,9.4,354,45,2.17158,41.39159
1015,Rooftop Ohla Barcelona,"VIA. LAIETANA, 49",el Barri Gòtic,INTERNACIONAL,Abierto,No,None,8.1,17,50,2.17435,41.38708
1016,Rooftop Terraza Verbena - Monument Hotel,"PG. GRACIA, 75",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,9.0,20,39,2.16223,41.39394
1017,Rooftop de Informal by Marc Gascons- Hotel The Serras,"PG. COLOM, 9",el Barri Gòtic,MEDITERRANEO,Abierto,Si,18.0,8.7,344,50,2.18082,41.38016
1018,Roots & Rolls,"C. CONSELL DE CENT, 401",la Dreta de l'Eixample,JAPONES,Abierto,Si,6.75,0.0,0,20,2.17108,41.39527
1019,Roto Barcelona,"PG. JOAN BORBO COMTE BARCELONA, 74",la Barceloneta,MEDITERRANEO,None,Si,24.75,0.0,0,25,2.18944,41.37545
1020,Royal Nepal,"C. NAPOLS, 255",la Dreta de l'Eixample,Sin información,None,Si,6.9,9.1,635,20,2.17041,41.40204
1021,Rumbo Bar & Eatery,"C. PAU CLARIS, 122",la Dreta de l'Eixample,INTERNACIONAL,None,Si,17.1,0.0,0,34,2.16727,41.39278
1022,Ruta 40,"C. NAPOLS, 314",el Camp d'en Grassot i Gràcia Nova,EUROPEO,Abierto,Si,5.7,0.0,0,25,2.16798,41.40416
1023,Ruta 6 Brewery,"C. PARIS, 176",l'Antiga Esquerra de l'Eixample,AMERICANO,None,Si,5.7,9.3,72,25,2.15254,41.39296
1024,Ryu Ramen,"C. SANCHO DE AVILA, 178",el Poblenou,JAPONES,Abierto,Si,13.5,9.6,1577,15,2.1968,41.40367
1025,SAGARDI BCN Centre,"C. MUNTANER, 70",l'Antiga Esquerra de l'Eixample,VASCO,None,Si,4.8,9.6,291,40,2.15888,41.3872
1026,SAGARDI BCN Gòtic,"C. ARGENTERIA, 62","Sant Pere, Santa Caterina i la Ribera",VASCO,None,No,None,9.4,380,45,2.18093,41.38358
1027,SAGÀS Pagesos i Cuiners,"PLA. PALAU, 13","Sant Pere, Santa Caterina i la Ribera",CATALAN,None,Si,16.0,9.1,244,35,2.18341,41.38335
1028,Sabor Persa,"C. VALENCIA, 210",l'Antiga Esquerra de l'Eixample,IRANI,Cerrado,No,None,8.1,116,25,2.15889,41.38924
1029,Sabor Trujillano,"C. FELIP II, 41",Navas,PERUANO,None,Si,6.75,8.2,3,25,2.18922,41.41842
1030,Saffron,"C. ENRIC GRANADOS, 24",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,25,2.15953,41.39015
1031,"Sagués ""Il Ristorante""","C. SAGUES, 25",Sant Gervasi - Galvany,INSIDER,Abierto,No,None,9.2,8952,30,2.14488,41.39425
1032,Saiko Japonés,"C. VILLARROEL, 140",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,Si,4.5,0.0,0,14,2.15456,41.38704
1033,Salero,"C. REC, 60","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,Si,6.0,0.0,0,22,2.18403,41.38429
1034,San Miguel,"C. PAS DE ENSENYANÇA, 2",el Barri Gòtic,ESPAÑOL,None,No,None,9.0,740,25,2.17681,41.38195
1035,San Pedrito,"C. FUSINA, 6","Sant Pere, Santa Caterina i la Ribera",MEXICANO,Abierto,Si,6.75,9.5,619,20,2.18362,41.38662
1036,San Shi Rou,"AV. JOSEP TARRADELLAS, 118",la Nova Esquerra de l'Eixample,JAPONES,Cerrado,Si,5.7,0.0,0,20,2.14392,41.3903
1037,San Viernes,"C. CARTAGENA, 220",la Sagrada Família,MEDITERRANEO,None,Si,6.0,8.4,15,20,2.18054,41.4066
1038,Sanaa,"C. BILBAO, 30",el Poblenou,MEDITERRANEO,Abierto,Si,13.5,7.3,70,30,2.20489,41.40238
1039,Sanabrés,"C. TAQUIGRAF SERRA, 24",les Corts,MEDITERRANEO,Sin información,No,None,0.0,0,20,2.14043,41.3867
1040,Sant Remy,"C. IRADIER, 12",Sant Gervasi - la Bonanova,MEDITERRANEO,None,No,None,0.0,0,39,2.12605,41.40394
1041,Santa Burg Sants,"C. VALLESPIR, 51",Sants,AMERICANO,Abierto,No,None,0.0,0,13,2.13676,41.37976
1042,Santa Clara,"C. JIMENEZ I IGLESIAS, 11",Pedralbes,MEDITERRANEO,None,No,None,8.7,735,34,2.12162,41.38949
1043,SantaBel,"C. PARIS, 67",la Nova Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,9.0,9.0,2365,30,2.14519,41.38771
1044,Sapore di Mare,"PG. JOAN BORBO COMTE BARCELONA, 2",la Barceloneta,Sin información,None,Si,20.25,0.0,0,29,2.18703,41.38151
1045,Saó BCN,"C. CESARE CANTU, 2",Vallcarca i els Penitents,MEDITERRANEO,None,No,None,9.7,216,25,2.13985,41.41695
1046,Season,"C. ARIBAU, 125",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,15.75,9.3,229,29,2.15526,41.39137
1047,Secrets del Mediterrani,"PG. SANT JOAN, 28",el Fort Pienc,MEDITERRANEO,Abierto,Si,9.0,0.0,0,20,2.17847,41.393
1048,Semproniana,"C. ROSSELLO, 148",l'Antiga Esquerra de l'Eixample,INSIDER,Abierto,No,None,0.0,0,35,2.15452,41.39106
1049,Sentore Ristorante Pizzeria Italiana,"AV. DIAGONAL, 423",l'Antiga Esquerra de l'Eixample,ITALIANO,Abierto,No,None,9.2,364,30,2.15298,41.39465
1050,Senyor Fabra,"RBLA. FABRA I PUIG, 51",Sant Andreu,MEDITERRANEO,Abierto,Si,27.0,9.3,238,18,2.18601,41.43002
1051,Seoul Restaurant Corea,"AV. GAUDI, 70",la Sagrada Família,COREANO,Abierto,No,None,9.3,1014,25,2.17452,41.41047
1052,Shalimar,"C. CARME, 71",el Raval,IRANI,Cerrado,No,None,0.0,0,12,2.16768,41.38067
1053,Shanghai 1930,"C. BUENOS AIRES, 11",l'Antiga Esquerra de l'Eixample,CHINO,None,Si,9.0,0.0,0,25,2.1451,41.39114
1054,Shanghai Stories,"C. ARIBAU, 73",l'Antiga Esquerra de l'Eixample,CHINO,Abierto,No,None,9.3,486,20,2.15801,41.38929
1055,Sherry,"C. TAQUIGRAF GARRIGA, 183",les Corts,ESPAÑOL,None,Si,4.5,0.0,0,10,2.13997,41.39054
1056,Shingane,"C. CALABRIA, 232",la Nova Esquerra de l'Eixample,COREANO,Abierto,Si,4.5,0.0,0,20,2.14689,41.38601
1057,Shiraz,"C. CALABRIA, 144",la Nova Esquerra de l'Eixample,IRANI,None,Si,4.5,0.0,0,15,2.15253,41.38176
1058,Shunka,"C. SAGRISTANS, 5",el Barri Gòtic,JAPONES,None,No,None,9.2,113,40,2.17518,41.38512
1059,Siamo Buona Pizza,"C. COMTE BORRELL, 163",la Nova Esquerra de l'Eixample,Sin información,None,Si,2.25,8.2,83,20,2.15463,41.38326
1060,SiamoQuà,"RBLA. POBLENOU, 123",el Poblenou,Sin información,Abierto,Si,18.0,9.3,899,15,2.19763,41.40366
1061,Sibarit,"C. ARIBAU, 65",l'Antiga Esquerra de l'Eixample,CREATIVO,Cerrado,Si,4.5,0.0,0,33,2.15873,41.38874
1062,Siempreviva,"PG. JOAN BORBO COMTE BARCELONA, 7",la Barceloneta,MARISQUERIA,None,Si,22.5,0.0,0,11,2.1873,41.38089
1063,Silvestre,"C. SANTALO, 101",Sant Gervasi - Galvany,ESPAÑOL,None,No,None,0.0,0,40,2.14256,41.39813
1064,Single Fin Barcelona,"C. SICILIA, 294",la Sagrada Família,FUSION,Sin información,Si,2.25,9.1,223,15,2.1736,41.40162
1065,Sinless Healthy Food,"C. BALMES, 64",la Dreta de l'Eixample,Sin información,Abierto,Si,10.8,9.5,3,8,2.16222,41.38975
1066,Sintonia,"C. ROSSELLO, 249",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,86.71,9.4,269,35,2.15931,41.39494
1067,Slow & Low,"C. COMTE BORRELL, 119",Sant Antoni,MEDITERRANEO,Abierto,Si,2.25,8.8,6,68,2.15834,41.3805
1068,Solric Pizza & Grill,"C. TARRAGONA, 177",Hostafrancs,MEDITERRANEO,Abierto,Si,27.0,8.8,76,15,2.14309,41.37969
1069,Soluna,"C. CASANOVA, 157",l'Antiga Esquerra de l'Eixample,GASTRONOMICO,None,Si,6.75,9.6,149,48,2.15107,41.39112
1070,Somni Restaurant & Cocteleria - Hotel The One,"C. PROVENÇA, 277",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,0.0,0,55,2.16317,41.39616
1071,Somorrostro,"C. SANT CARLES, 11",la Barceloneta,MEDITERRANEO,None,No,None,9.3,438,25,2.18905,41.37916
1072,Sonora Sport Tavern,"C. PAMPLONA, 96",el Parc i la Llacuna del Poblenou,MEDITERRANEO,None,Si,7.2,0.0,0,35,2.18998,41.39788
1073,Speakeasy,"C. ARIBAU, 162",l'Antiga Esquerra de l'Eixample,ESPAÑOL,Cerrado,No,None,9.3,353,25,2.15378,41.39277
1074,Spelta Cafe & Restaurante,"C. MAIGNON, 11",la Salut,MEDITERRANEO,Abierto,Si,9.0,0.0,0,20,2.15066,41.40883
1075,Spicy - Taberna Oriental,"C. COMTE BORRELL, 41",Sant Antoni,ASIATICO,None,No,None,9.5,97,20,2.16283,41.3771
1076,Spicy Soul Hot Pot - Barcelona,"C. GIRONA, 51",la Dreta de l'Eixample,CHINO,Abierto,No,None,9.5,90,20,2.17256,41.39363
1077,Sports Bar,"C. RAMBLA, 31",el Raval,Sin información,None,Si,24.0,0.0,0,14,2.17498,41.37894
1078,Stix SushiBar,"C. VALENCIA, 189",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,Si,5.7,8.3,8,20,2.15869,41.38935
1079,StoreCafé,"TRAV. DALT, 25",la Salut,MEDITERRANEO,None,Si,5.7,0.0,0,20,2.15238,41.40872
1080,Suculent,"RBLA. RAVAL, 45",el Raval,MEDITERRANEO,Abierto,No,None,9.5,301,45,2.17044,41.37821
1081,Sumamanqa,"C. INDEPENDENCIA, 340",el Camp de l'Arpa del Clot,LATINO,Abierto,No,None,9.3,123,15,2.17952,41.4109
1082,Sun Taka,"C. BRUC, 146",la Dreta de l'Eixample,JAPONES,None,Si,4.5,9.4,397,20,2.16575,41.39735
1083,Surf House Secret Spot,"C. AMIGO, 53",Sant Gervasi - Galvany,INTERNACIONAL,None,No,None,0.0,0,15,2.14348,41.39599
1084,Sushi Nomi,"C. MUNTANER, 208",l'Antiga Esquerra de l'Eixample,JAPONES,Abierto,No,None,0.0,0,20,2.15092,41.39321
1085,Sushi Samba Fushion,"C. BAILEN, 113",la Dreta de l'Eixample,CATALAN,None,Si,1.2,0.0,0,120,2.16946,41.39764
1086,Sushifresh,"C. EUROPA, 24",les Corts,JAPONES,None,Si,4.5,0.0,0,20,2.13022,41.38707
1087,Sushiraku,"C. LONDRES, 84",l'Antiga Esquerra de l'Eixample,AUTOR,Abierto,No,None,9.1,310,30,2.15016,41.3929
1088,Sushiyaki,"C. CONSELL DE CENT, 211",l'Antiga Esquerra de l'Eixample,JAPONES,None,No,None,0.0,0,13,2.15746,41.38504
1089,Sánchez Romera,"C. MUNTANER, 182",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,No,None,0.0,0,"[30, 20, 20, 34, 20, 11, 20, 25, 25, 16, 35, 30, 15, 23, 12, 50, 24, 24, 15]",2.1521,41.39232
1090,Sésam Negre - Bruc,"C. BRUC, 146",la Dreta de l'Eixample,JAPONES,None,Si,4.5,0.0,0,30,2.16575,41.39735
1091,Sésamo,"C. SANT ANTONI ABAT, 52",el Raval,VEGETARIANO,Cerrado,No,None,9.4,465,19,2.16379,41.37895
1092,TB Bar - Grand Hotel La Florida,"CTRA. VALLVIDRERA TIBIDABO, 83","Vallvidrera, el Tibidabo i les Planes",MEDITERRANEO,None,No,None,0.0,0,30,2.12001,41.42454
1093,TENDIEZ - Hotel Pullman Barcelona Skipper,"AV. LITORAL, 10",la Barceloneta,MEDITERRANEO,Cerrado,No,None,9.6,1100,39,2.19475,41.38605
1094,THE YARD,"C. BRUC, 46",la Dreta de l'Eixample,Sin información,Abierto,Si,6.75,9.8,22,14,2.17287,41.39192
1095,TOYODO,"C. NICARAGUA, 122",les Corts,JAPONES,Abierto,Si,4.5,9.1,626,14,2.13735,41.38675
1096,Taberna Los Olivares,"C. CORTS, 7",les Corts,MEDITERRANEO,Abierto,Si,2.4,9.1,45,25,2.12925,41.38398
1097,Taberna Volapie,"C. ENRIC GRANADOS, 77",l'Antiga Esquerra de l'Eixample,ANDALUZ,None,Si,17.54,7.6,78,15,2.15748,41.39134
1098,Taberna de Sants,C. COMTES DE BELL,Sants,ANDALUZ,None,Si,22.5,8.5,192,16,2.13797,41.37937
1099,Taberna del Cura,"C. GRAN DE GRACIA, 83",la Vila de Gràcia,ESPAÑOL,None,No,None,0.0,0,25,2.15457,41.40051
1100,Tabernas Gallegas - La Maquinista,"PG. HAVANA, 1",el Bon Pastor,GALLEGO,None,Si,27.0,0.0,0,20,2.19705,41.43768
