,NOMBRE,DIRECCION,BARRIO,COCINA,SITUACION,TERRAZA,SUPERFICIE_OCUPADA,RATING,NUM_OPINIONES,PRECIO,LONGITUD,LATITUD
0,128 Rambla Restaurant- Hotel Rivoli,"C. RAMBLA, 128",el Barri Gòtic,MEDITERRANEO,None,No,None,0.0,0,17,2.17117,41.38431
1,18 d'octubre,"C. JULIAN ROMEA, 18",Sant Gervasi - Galvany,ESPAÑOL,None,No,None,8.1,1161,26,2.15349,41.39759
2,1902 Cafè Modernista,"C. SANT ANTONI MARIA CLARET, 167",el Guinardó,CATALAN,Abierto,No,None,0.0,0,35,2.17575,41.41241
3,216 Grammi Barcelona Vila Olimpica,"C. JOAN MIRO, 24",la Vila Olímpica del Poblenou,ITALIANO,Abierto,Si,5.7,9.2,412,15,2.19454,41.39085
4,2Y Restaurante Macrobiótico y Vegano,"PTGE. BATLLO, 4",l'Antiga Esquerra de l'Eixample,VEGETARIANO,None,No,None,9.6,425,11,2.15138,41.38836
5,3 - Hotel Granados 83,"C. ENRIC GRANADOS, 83",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,13.5,0.0,0,15,2.15684,41.39188
6,3 Atelier Gastrobar Eddie Arola,"C. CORSEGA, 231",l'Antiga Esquerra de l'Eixample,AUTOR,None,Si,2.85,0.0,0,17,2.15322,41.39207
7,3 Focs,"C. VALENCIA, 207",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,7.22,8.9,1078,21,2.15987,41.39026
8,3Sentits,"C. ARIZALA, 53",la Maternitat i Sant Ramon,MEDITERRANEO,Abierto,Si,6.75,6.4,143,20,2.12383,41.37806
9,50&5 by Eboca Restaurant,"C. MUNTANER, 505",Sant Gervasi - la Bonanova,MEDITERRANEO,Abierto,Si,5.7,0.0,0,15,2.13724,41.40324
10,65 Degrees Barcelona,"C. DAVANT DEL PORTAL NOU, 3","Sant Pere, Santa Caterina i la Ribera",FUSION,Abierto,Si,9.0,9.1,62,20,2.18063,41.38981
11,7 Portes,"PG. ISABEL II, 14","Sant Pere, Santa Caterina i la Ribera",CATALAN,Abierto,Si,21.25,8.8,4025,50,2.18338,41.38218
12,9 Reinas - Barcelona,"C. VALENCIA, 267",la Dreta de l'Eixample,ARGENTINO,Abierto,No,None,9.4,1964,44,2.1649,41.39405
13,9 Reinas - Gourmet,"C. GANDUXER, 28",Sant Gervasi - Galvany,ARGENTINO,Abierto,Si,2.4,9.5,425,27,2.13849,41.39363
14,9NINE,"C. VALENCIA, 334",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,25,2.16843,41.39642
15,A Casa da Fonte,"C. SUGRANYES, 17",Sants - Badal,MEDITERRANEO,None,No,None,0.0,0,18,2.12792,41.37478
16,A Cañota,"C. INDUSTRIA, 314",el Camp de l'Arpa del Clot,GALLEGO,Abierto,Si,27.0,0.0,0,76,2.18202,41.41531
17,A Gaudir,"C. ARAGO, 111",la Nova Esquerra de l'Eixample,CATALAN,None,Si,8.1,8.4,351,30,2.1521,41.3827
18,A Mi Manera Restaurant,"C. PARLAMENT, 15",Sant Antoni,MEDITERRANEO,Abierto,Si,4.5,9.8,4,20,2.1617,41.37595
19,A Pluma - Gran de Gràcia,"C. GRAN DE GRACIA, 7",la Vila de Gràcia,MEDITERRANEO,Abierto,Si,18.0,9.6,47,25,2.15727,41.39785
20,A Pluma - Rec Comtal,"C. REC COMTAL, 7","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,Si,1.2,0.0,0,25,2.17963,41.38948
21,A Pluma - Santaló,"C. SANTALO, 39",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,4.8,0.0,0,25,2.14534,41.39592
22,A Toda Leña,"C. CONSELL DE CENT, 487",el Fort Pienc,ARGENTINO,Abierto,Si,2.25,0.0,0,20,2.17708,41.39979
23,A33 Pizzeria,"C. MANSO, 22",Sant Antoni,Sin información,Cerrado,Si,3.45,8.8,68,20,2.16018,41.37622
24,ABaC by Jordi Cruz,"AV. TIBIDABO, 1",Sant Gervasi - la Bonanova,MEDITERRANEO,Cerrado,No,None,0.0,0,135,2.13661,41.41058
25,AKELARRE,"C. DEU I MATA, 104",les Corts,Sin información,None,Si,9.0,8.2,3,12,2.1374,41.38926
26,Abanik Bar,"C. CALABRIA, 209",la Nova Esquerra de l'Eixample,MEDITERRANEO,Cerrado,Si,8.55,9.5,305,15,2.14751,41.38522
27,Abirradero,"C. VILA I VILA, 77",el Poble Sec,MEDITERRANEO,None,Si,40.5,8.9,443,20,2.16858,41.3742
28,Abrassame,"G.V.. CORTS CATALANES, 373",la Nova Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,42.75,0.0,0,30,2.14997,41.37603
29,Accés,"C. ARIBAU, 55",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,No,None,9.7,873,40,2.15913,41.38844
30,Aché pa ti,"C. CASTILLEJOS, 208",la Sagrada Família,CUBANO,None,Si,3.45,0.0,0,14,2.18196,41.40385
31,Adil tandoori restaurante,"C. EST, 9",el Raval,INDIO,None,Si,9.0,9.1,37,15,2.17342,41.37751
32,Agust,"C. PARLAMENT, 54",Sant Antoni,ESPAÑOL,None,Si,2.25,8.7,2155,45,2.16391,41.37734
33,Agut,"C. GIGNAS, 16",el Barri Gòtic,CATALAN,Cerrado,No,None,9.2,720,11,2.17993,41.38096
34,Ají,"C. MARINA, 19",la Barceloneta,JAPONES,Cerrado,Si,32.0,9.4,1118,35,2.19657,41.38711
35,Akashi Gallery,"C. ROSSELLO, 197",l'Antiga Esquerra de l'Eixample,JAPONES,None,Si,2.25,9.1,302,25,2.15577,41.39225
36,Al Bistró Gastronomico,"C. ANTONI DE CAPMANY, 72",Sants,MEDITERRANEO,Abierto,Si,11.25,7.0,37,20,2.13485,41.37436
37,Al Jaima Els Encants,"C. BOLIVIA, 1",el Parc i la Llacuna del Poblenou,MARROQUI,Abierto,Si,9.0,0.0,0,8,2.18818,41.40097
38,Al Jaima de Abou Khalil,"C. VALENCIA, 218",l'Antiga Esquerra de l'Eixample,LIBANES,Abierto,Si,7.22,9.6,279,20,2.15931,41.38956
39,Al Passatore-Pla de Palau,"PLA. PALAU, 8","Sant Pere, Santa Caterina i la Ribera",Sin información,None,No,None,0.0,0,18,2.1829,41.38335
40,Al Punt,"C. GIRONA, 51",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,17,2.17256,41.39363
41,Al Sultán,"C. TORRENT DE OLLA, 143",la Vila de Gràcia,MARROQUI,None,No,None,0.0,0,20,2.15551,41.40363
42,Alba Granados,"C. ENRIC GRANADOS, 34",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,11.25,9.3,115,40,2.15901,41.39051
43,Alegra,"MOLL ESPANYA, 5",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,0.0,0,35,2.18239,41.37545
44,All you eat is love,"C. MARINA, 52",la Vila Olímpica del Poblenou,VEGETARIANO,None,Si,9.0,9.3,66,18,2.19145,41.39167
45,Almalibre Açaí Bar,"C. GIRONA, 118",la Dreta de l'Eixample,VEGETARIANO,None,Si,3.45,0.0,0,15,2.16829,41.39709
46,Alsur Café,"C. CARDERS, 17","Sant Pere, Santa Caterina i la Ribera",INTERNACIONAL,Cerrado,Si,18.0,8.7,229,20,2.18007,41.38643
47,Alta Galicia,"RBLA. POBLENOU, 93",el Poblenou,MARISQUERIA,Abierto,Si,18.0,0.0,0,24,2.19911,41.40256
48,Alto Bueno,"C. MUNTANER, 109",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,8.1,0.0,0,20,2.15573,41.38926
49,Amaloca,"C. VIRTUT, 11",la Vila de Gràcia,FUSION,Cerrado,No,None,0.0,0,20,2.15623,41.40233
50,Amassame,"C. SANT MEDIR, 8",Sants,INSIDER,Abierto,Si,4.5,0.0,0,15,2.13275,41.37506
51,Amaya,"C. RAMBLA, 20",el Barri Gòtic,VASCO,None,No,None,9.6,237,35,2.17623,41.37806
52,Amsterdam Burgers&Beers,"C. ARAGO, 305",la Dreta de l'Eixample,AMERICANO,Abierto,Si,2.25,9.1,4,12,2.1681,41.39481
53,Andino,"C. CORSEGA, 589",la Sagrada Família,PERUANO,Abierto,Si,4.5,0.0,0,20,2.17384,41.40759
54,Anita Flow,"C. CONSELL DE CENT, 413",la Dreta de l'Eixample,INTERNACIONAL,Abierto,Si,15.3,9.3,849,15,2.17166,41.39572
55,Annapurna Barcelona,"C. PARIS, 161",l'Antiga Esquerra de l'Eixample,ASIATICO,Cerrado,Si,4.37,0.0,0,16,2.15107,41.39214
56,Antic Villarroel,"C. VILLARROEL, 182",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,3.45,9.4,93,35,2.14996,41.39052
57,Antigua,"C. MARIA CUBI, 59",Sant Gervasi - Galvany,MEDITERRANEO,None,No,None,9.4,24267,30,2.14929,41.39801
58,Aquarella Music Restaurant,"G.V.. CORTS CATALANES, 572",Sant Antoni,MEDITERRANEO,None,No,None,0.0,0,25,2.16177,41.38422
59,Arcano,"C. MERCADERS, 10","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,No,None,0.0,0,25,2.17867,41.385
60,Arco Iris,"C. ROGER DE FLOR, 216",la Dreta de l'Eixample,VEGETARIANO,None,No,None,0.0,0,9,2.17147,41.39986
61,Arnau,"C. SANT PAU, 9",el Raval,CREATIVO,Abierto,No,None,0.0,0,30,2.17284,41.37998
62,Arrosseria Xàtiva Les Corts,"C. BORDEUS, 35",les Corts,MEDITERRANEO,Abierto,No,None,8.5,889,30,2.14024,41.38924
63,Arrosseria Xàtiva Sant Antoni,"C. MUNTANER, 6",Sant Antoni,ARROCERIA,Abierto,Si,7.22,9.0,336,30,2.1628,41.38418
64,Arroz Hofmann,"PG. SANT JOAN, 36",el Fort Pienc,MEDITERRANEO,Abierto,Si,18.0,0.0,0,20,2.17785,41.39352
65,Artesana Bio,"C. ENTENÇA, 57",la Nova Esquerra de l'Eixample,MEDITERRANEO,None,Si,5.4,0.0,0,35,2.15236,41.37819
66,ArtiSa Barcelona,"C. COLOM, 2",el Barri Gòtic,MEDITERRANEO,Cerrado,Si,11.25,0.0,0,65,2.17488,41.37973
67,Asador Sidrería Donosti,"C. ROSSELLO, 365",el Camp d'en Grassot i Gràcia Nova,VASCO,Abierto,Si,3.3,0.0,0,37,2.16928,41.40246
68,Asador de Aranda - Londres,"C. LONDRES, 94",l'Antiga Esquerra de l'Eixample,ASADOR,Abierto,Si,9.0,0.0,0,35,2.15107,41.39358
69,Asador de Aranda - Pau Claris,"C. PAU CLARIS, 70",la Dreta de l'Eixample,CASTELLANO,Abierto,Si,12.2,0.0,0,35,2.17198,41.38924
70,Asador de Aranda - Tibidabo,"AV. TIBIDABO, 31",Sant Gervasi - la Bonanova,ASADOR,Abierto,No,None,0.0,0,35,2.13448,41.41349
71,Asador de Burgos,"C. BRUC, 120",la Dreta de l'Eixample,ASADOR,Abierto,Si,8.1,0.0,0,30,2.16705,41.39637
72,Asador del Mar,"C. BORI I FONTESTA, 45",Sant Gervasi - Galvany,ASADOR,None,No,None,0.0,0,28,2.13729,41.39249
73,Askadinya,"C. VERDI, 28",la Vila de Gràcia,ARABE,Abierto,No,None,9.4,232,18,2.15695,41.40388
74,Assunta Barcelona,"C. PROVENÇA, 300",la Dreta de l'Eixample,ITALIANO,None,Si,24.3,9.4,637,50,2.16246,41.39533
75,Auto Rosellón,"C. ROSSELLO, 182",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Cerrado,No,None,8.5,384,25,2.15653,41.39255
76,Avocado - Universitat,"C. MUNTANER, 32",l'Antiga Esquerra de l'Eixample,LATINO,None,Si,2.25,9.4,220,15,2.16109,41.38548
77,B Lounge - Hotel Barceló Raval,"RBLA. RAVAL, 17",el Raval,MEDITERRANEO,None,Si,18.0,0.0,0,26,2.1696,41.37906
78,B.24 - Fairmont Rey Juan Carlos I,"AV. DIAGONAL, 661",la Maternitat i Sant Ramon,FUSION,None,No,None,9.0,562,35,2.10885,41.38142
79,BARCINO FOOD BRUNCH,"C. COMTE URGELL, 222",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,None,Si,8.55,8.8,54,12,2.14974,41.38902
80,BELLAKO Sant Joan,"PG. SANT JOAN, 66",la Dreta de l'Eixample,TURCO,Abierto,Si,13.5,0.0,0,12,2.17361,41.39672
81,BENE ASSAI,"C. DOCTOR CARULLA, 61",les Tres Torres,ITALIANO,Abierto,No,None,8.1,27,20,2.1319,41.40139
82,BO di NAPOLI,"C. VALENCIA, 197",l'Antiga Esquerra de l'Eixample,Sin información,None,Si,10.8,0.0,0,40,2.15908,41.38964
83,BOO Restaurant & Beach Club,"PG. MARITIM DE LA MAR BELLA, 100",Diagonal Mar i el Front Marítim del Poblenou,MEDITERRANEO,None,No,None,0.0,0,30,2.21441,41.39961
84,Babula Bar 1937,"C. PAU CLARIS, 139",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,7.22,9.6,429,35,2.16574,41.39362
85,Bacus,"C. VILADOMAT, 289",la Nova Esquerra de l'Eixample,CATALAN,Abierto,No,None,0.0,0,25,2.14566,41.38835
86,Bagaría,"C. NOU DE LA RAMBLA, 152",el Poble Sec,ITALIANO,Abierto,Si,2.4,0.0,0,14,2.16717,41.37234
87,Balius Bar Gastrococtelería,"C. PUJADES, 196",el Poblenou,MEDITERRANEO,None,Si,11.25,0.0,0,20,2.20154,41.40217
88,Balmes,"C. BALMES, 413",Sant Gervasi - la Bonanova,MARISQUERIA,Abierto,Si,6.75,9.1,314,40,2.13768,41.40751
89,Balthazar,"C. ROSSELLO, 189",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,None,Si,4.5,8.9,131,20,2.15516,41.39195
90,Bananas,"C. FUSINA, 7","Sant Pere, Santa Caterina i la Ribera",INTERNACIONAL,Abierto,Si,18.0,0.0,0,30,2.18319,41.38651
91,Bao Bar by Paco Pérez,"C. ARIMON, 48",Sant Gervasi - la Bonanova,AUTOR,Cerrado,No,None,0.0,0,20,2.13599,41.40336
92,Bar Bas,"RBLA. CATALUNYA, 7",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,21.0,0.0,0,30,2.16766,41.38779
93,Bar Bodega Can Ros,"C. ROGER DE FLOR, 303",el Camp d'en Grassot i Gràcia Nova,MEDITERRANEO,Abierto,Si,7.95,0.0,0,10,2.1642,41.40502
94,Bar Mut,"C. PAU CLARIS, 192",la Dreta de l'Eixample,ESPAÑOL,Abierto,Si,11.4,0.0,0,20,2.16126,41.39733
95,Bar Paradis,"C. GIRONA, 161",la Dreta de l'Eixample,Sin información,None,Si,4.5,0.0,0,12,2.16545,41.39896
96,Bar Veraz - The Barcelona EDITION,"AV. FRANCESC CAMBO, 14","Sant Pere, Santa Caterina i la Ribera",INTERNACIONAL,None,Si,9.0,0.0,0,35,2.17773,41.38598
97,Bar petit tibetano,"C. BRUC, 121",la Dreta de l'Eixample,ASIATICO,None,Si,2.25,8.7,26,18,2.16604,41.3968
98,Barcelonas Restaurant,"CTRA. VALLVIDRERA TIBIDABO, 83","Vallvidrera, el Tibidabo i les Planes",MEDITERRANEO,None,No,None,0.0,0,65,2.12001,41.42454
99,Barcino,"RBLA. CATALUNYA, 13",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,21.0,8.7,685,25,2.16738,41.38803
100,Barlovento,"RBLA. POBLENOU, 21",el Poblenou,ESPAÑOL,None,Si,13.5,8.4,188,20,2.20415,41.39877
101,Barnabier,"C. MARINA, 16",la Vila Olímpica del Poblenou,MEDITERRANEO,Abierto,Si,58.5,8.7,84,29,2.19737,41.38734
102,Barítimo,"MOLL ESPANYA, 5",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,8.7,420,26,2.18239,41.37545
103,BdGust,"VIA. AUGUSTA, 45",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,6.75,8.4,872,20,2.15347,41.39802
104,Beam,"C. DIPUTACIO, 200",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,4.5,0.0,0,18,2.16105,41.38574
105,Beer'linale,"C. CARME, 7",el Raval,MEDITERRANEO,Abierto,No,None,0.0,0,20,2.17116,41.38271
106,Beirut Barcelona,"TRAV. CORTS, 283",les Corts,Sin información,None,Si,8.55,0.0,0,20,2.13423,41.38649
107,Belga Cuina,"C. VALENCIA, 205",l'Antiga Esquerra de l'Eixample,BELGA,Cerrado,Si,5.4,0.0,0,35,2.15976,41.39017
108,Bella Italia,"C. ROGER DE LLURIA, 87",la Dreta de l'Eixample,Sin información,Abierto,Si,2.4,0.0,0,26,2.16604,41.3951
109,Bella Sushi,"C. CALABRIA, 98",Sant Antoni,JAPONES,None,Si,2.25,0.0,0,12,2.15562,41.37937
110,Bembi,"C. CONSELL DE CENT, 377",la Dreta de l'Eixample,INDIO,None,Si,8.1,9.5,5018,23,2.16905,41.39376
111,Beryti,"TRAV. GRACIA, 228",el Camp d'en Grassot i Gràcia Nova,LIBANES,None,Si,1.2,0.0,0,20,2.16251,41.40416
112,Bestial,"C. RAMON TRIAS FARGAS, 2",la Barceloneta,MEDITERRANEO,Abierto,Si,40.0,0.0,0,41,2.19656,41.38602
113,Big Kokka,"PTGE. MERCANTIL, 1","Sant Pere, Santa Caterina i la Ribera",FUSION,Cerrado,No,None,0.0,0,25,2.18416,41.3862
114,Bilbao,"C. PERILL, 33",la Vila de Gràcia,MEDITERRANEO,None,No,None,0.0,0,35,2.16189,41.39977
115,Bilou,"C. PAU CLARIS, 85",la Dreta de l'Eixample,CATALAN,Cerrado,No,None,9.4,97,18,2.17069,41.38992
116,BioXoco,"C. INDUSTRIA, 252",el Camp de l'Arpa del Clot,Sin información,Abierto,Si,2.4,8.8,36,14,2.17862,41.41267
117,Biocenter,"C. PINTOR FORTUNY, 25",el Raval,VEGETARIANO,None,No,None,9.2,1904,19,2.16933,41.38259
118,Bismad,"C. VILLARROEL, 23",Sant Antoni,INDIO,None,Si,4.5,0.0,0,12,2.16161,41.3814
119,Bistro 1925 - Gran Hotel La Florida,"CTRA. VALLVIDRERA TIBIDABO, 83","Vallvidrera, el Tibidabo i les Planes",MEDITERRANEO,None,No,None,0.0,0,50,2.12001,41.42454
120,Bistrot del Mercado,"C. BALBOA, 16",la Barceloneta,MEDITERRANEO,Abierto,Si,4.5,8.3,572,25,2.18866,41.38222
121,Black Cherry Persa,"C. ARIBAU, 158",l'Antiga Esquerra de l'Eixample,IRANI,Abierto,Si,3.45,0.0,0,20,2.15435,41.39228
122,Blanc by Carme Ruscalleda - Mandarin Oriental,"PG. GRACIA, 38",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,9.3,931,50,2.16666,41.3912
123,Blat & Plat,"AV. DIAGONAL, 114",Provençals del Poblenou,MEDITERRANEO,Abierto,Si,8.1,9.2,272,15,2.20412,41.40788
124,Blat Net,"C. SITGES, 6",el Raval,Sin información,None,No,None,0.0,0,21,2.16978,41.38435
125,Bo de Boqueria,"C. PETXINA, 5",el Raval,MEDITERRANEO,Abierto,No,None,8.8,416,25,2.1724,41.38148
126,Bo de Gracia,"C. DIPUTACIO, 269",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,5.7,8.3,156,20,2.16746,41.39087
127,Boca Boca,"PG. FABRA I PUIG, 211",Vilapicina i la Torre Llobeta,MEDITERRANEO,Abierto,Si,14.85,0.0,0,12,2.17602,41.43016
128,Boca Grande,"PTGE. CONCEPCIO, 12",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,0.0,0,50,2.15993,41.39452
129,Boca Oreja,"C. BLAI, 28",el Poble Sec,INTERNACIONAL,Cerrado,Si,9.0,9.2,228,27,2.16429,41.37382
130,Bocarius,"C. COMTE URGELL, 224",l'Antiga Esquerra de l'Eixample,Sin información,None,Si,8.55,8.8,299,18,2.14935,41.3893
131,Bocca Di Bonifacio - Sardenya,"C. SARDENYA, 360",la Sagrada Família,ITALIANO,Abierto,Si,7.2,9.1,335,15,2.17089,41.40545
132,Bocca di Bonifacio - Ausiàs Marc,"C. AUSIAS MARC, 43",la Dreta de l'Eixample,ITALIANO,Abierto,Si,13.5,9.2,419,20,2.17695,41.39248
133,Bodega Bonay,"G.V.. CORTS CATALANES, 700",la Dreta de l'Eixample,MEDITERRANEO,Abierto,No,None,9.2,11,25,2.17429,41.39363
134,Bodega Brugal - Tast de Vins,"C. MORALES, 30",les Corts,CATALAN,None,No,None,0.0,0,20,2.14051,41.38827
135,Bodega Joan 140,"C. ENTENÇA, 140",la Nova Esquerra de l'Eixample,MEDITERRANEO,None,Si,8.55,8.2,9,18,2.14768,41.38196
136,Bodega La Puntual,"C. MONTCADA, 22","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,No,None,0.0,0,25,2.18175,41.38453
137,Bodega Vidrios y Cristales,"PG. ISABEL II, 6","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,None,Si,6.75,9.7,7,20,2.18275,41.3816
138,Bollywood,"AV. DRASSANES, 27",el Raval,INDIO,Abierto,Si,24.0,8.5,117,20,2.17222,41.37678
139,Bon Marisc,"PG. JOAN BORBO COMTE BARCELONA, 3",la Barceloneta,MEDITERRANEO,None,Si,13.5,0.0,0,30,2.18714,41.38124
140,Bona sort sushi,"C. MARINA, 191",el Fort Pienc,JAPONES,Abierto,Si,13.5,0.0,0,20,2.17932,41.40023
141,Bonanova,"C. SANT GERVASI DE CASSOLES, 103",Sant Gervasi - la Bonanova,MEDITERRANEO,Abierto,No,None,0.0,0,60,2.13503,41.40621
142,Boraz,"C. MUNTANER, 124",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,5.4,9.7,99,34,2.15568,41.38958
143,Botafumeiro,"C. GRAN DE GRACIA, 81",la Vila de Gràcia,MARISQUERIA,Abierto,No,None,0.0,0,75,2.15463,41.40046
144,Bouquet Experience,"C. ROGER DE LLURIA, 35",la Dreta de l'Eixample,MEDITERRANEO,Cerrado,Si,17.1,0.0,0,30,2.16994,41.3922
145,Braseria Cal Ramon,"AV. GAUDI, 74",la Sagrada Família,ASADOR,Abierto,Si,24.0,8.9,70,30,2.17452,41.41066
146,Braserito de Muntaner,"C. MUNTANER, 560",Sant Gervasi - la Bonanova,ARGENTINO,Abierto,Si,1.2,9.3,176,25,2.13456,41.40578
147,Braseros & Asoc,"C. PARLAMENT, 34",Sant Antoni,MEDITERRANEO,Cerrado,Si,9.0,0.0,0,30,2.1629,41.37657
148,Brasería El Glop,"C. CASP, 21",la Dreta de l'Eixample,MEDITERRANEO,None,Si,9.0,9.7,157,25,2.17064,41.38947
149,Brasería Piras,"C. MONTSENY, 10",la Vila de Gràcia,CATALAN,None,No,None,9.1,1086,15,2.15433,41.40169
150,Breakfast & Lunch,"PG. JOAN BORBO COMTE BARCELONA, 6",la Barceloneta,MEDITERRANEO,None,Si,22.5,0.0,0,15,2.18724,41.38099
151,Brisa Sin Prisa - Poblenou,"RBLA. POBLENOU, 59",el Poblenou,MEDITERRANEO,Abierto,Si,13.5,8.9,511,23,2.2014,41.40082
152,Bronzo Bar e Cucina - Born,"C. REC, 60","Sant Pere, Santa Caterina i la Ribera",ITALIANO,Abierto,Si,6.0,9.5,88,25,2.18403,41.38429
153,Bronzo Bar e Cucina - Eixample,"C. CORSEGA, 307",la Dreta de l'Eixample,ITALIANO,Abierto,Si,4.5,9.5,670,20,2.15724,41.39508
154,Bruc 33 Tapas,"C. BRUC, 33",la Dreta de l'Eixample,MEDITERRANEO,None,Si,4.5,8.9,1776,11,2.17295,41.39159
155,Brunch & Munch,"C. LONDRES, 54",l'Antiga Esquerra de l'Eixample,INTERNACIONAL,Abierto,Si,11.4,9.1,28,15,2.14757,41.39093
156,Brunch - Yummy Sundays - Monument Hotel 5*GL,"PG. GRACIA, 75",la Dreta de l'Eixample,MEDITERRANEO,None,No,None,0.0,0,59,2.16223,41.39394
157,Buenissimo Burger,"C. PERACAMPS, 7",el Raval,MEDITERRANEO,Cerrado,Si,6.75,9.6,22,15,2.17413,41.37596
158,Buenos Aires Grill Eixample,"C. VALENCIA, 189",l'Antiga Esquerra de l'Eixample,ARGENTINO,Abierto,Si,5.7,9.2,2269,27,2.15869,41.38935
159,Bun Bo Vietnam Raval,"C. ANGELS, 6",el Raval,VIETNAMITA,Abierto,Si,5.4,0.0,0,20,2.16879,41.3819
160,Bun Sichi,"PTGE. LLUIS PELLICER, 20",l'Antiga Esquerra de l'Eixample,JAPONES,None,No,None,9.0,2229,15,2.14978,41.39328
161,Buon Appetito,"AV. MARQUES DE ARGENTERA, 19","Sant Pere, Santa Caterina i la Ribera",Sin información,None,Si,6.75,9.3,576,15,2.18504,41.38502
162,Buoni e Cattivi,"C. AMARGOS, 13",el Barri Gòtic,Sin información,None,No,None,0.0,0,25,2.17411,41.38639
163,Burger Shack,"C. LONDRES, 65",l'Antiga Esquerra de l'Eixample,AMERICANO,Cerrado,Si,4.5,0.0,0,15,2.14856,41.39195
164,Burgertime,"C. CASANOVA, 9",Sant Antoni,AMERICANO,Abierto,Si,4.5,9.3,112,7,2.16269,41.38229
165,Burro Chilango,"C. CINCA, 86",Sant Andreu,MEXICANO,Abierto,Si,6.75,0.0,0,20,2.19276,41.4408
166,CARLITOS,"C. CALVET, 50",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,6.6,8.8,426,25,2.14281,41.39536
167,Ca L'Estevet,"C. VALLDONZELLA, 46",el Raval,CATALAN,None,No,None,9.3,363,30,2.16483,41.3833
168,Ca La Mariona,"C. AMIGO, 53",Sant Gervasi - Galvany,MEDITERRANEO,None,No,None,0.0,0,20,2.14348,41.39599
169,Ca La Montse,"C. BALBOA, 14",la Barceloneta,ARROCERIA,None,No,None,8.6,223,30,2.18836,41.38215
170,Ca Meua,"C. MALLORCA, 77",la Nova Esquerra de l'Eixample,ESPAÑOL,Abierto,Si,2.85,8.7,116,20,2.15068,41.38502
171,Ca l'Isidre,"C. FLORS, 12",el Raval,CATALAN,Abierto,No,None,8.9,214,65,2.16798,41.37597
172,Cabaret - The Barcelona EDITION,"AV. FRANCESC CAMBO, 14","Sant Pere, Santa Caterina i la Ribera",INTERNACIONAL,None,Si,9.0,0.0,0,60,2.17773,41.38598
173,Cabo Bar,"C. MARINA, 124",el Fort Pienc,MEDITERRANEO,None,Si,27.0,9.0,64,25,2.18516,41.39644
174,Cachitos Diagonal,"AV. DIAGONAL, 508",Sant Gervasi - Galvany,MEDITERRANEO,Abierto,Si,12.96,0.0,0,30,2.1537,41.39533
175,Caelis,"VIA. LAIETANA, 49",el Barri Gòtic,MEDITERRANEO,Abierto,No,None,9.5,1018,75,2.17435,41.38708
176,Cafetería Industrial,"C. PALLARS, 154",el Poblenou,AUTOR,None,Si,4.5,0.0,0,24,2.19529,41.39915
177,Cafè Godot,"C. SANT DOMENEC, 19",la Vila de Gràcia,MEDITERRANEO,None,No,None,9.5,271,30,2.15694,41.40018
178,Café Búho,"PG. SANT JOAN, 84",la Dreta de l'Eixample,MEDITERRANEO,Abierto,Si,21.6,0.0,0,15,2.17194,41.39797
179,Café Emma,"C. PAU CLARIS, 142",la Dreta de l'Eixample,FRANCES,Abierto,Si,8.55,0.0,0,33,2.16583,41.39387
180,Café Kafka,"C. FUSINA, 7","Sant Pere, Santa Caterina i la Ribera",MEDITERRANEO,Abierto,Si,18.0,9.8,426,35,2.18319,41.38651
181,Café Pendiente Brunch & Drinks,"C. ROSSELLO, 152",l'Antiga Esquerra de l'Eixample,MEDITERRANEO,Abierto,Si,4.5,9.3,220,16,2.15465,41.39115
