Outlet,St. type,Street,Number,Postal code,Latitude,Longitude,Municipality,Situation,Date
ADIBA ALIMENTACIO,CL,COMTE BORRELL,127,08015,41.38074,2.15814,BARCELONA,Abierto con normalidad,2021-04-29
POLKA BAR,CL,CABESTANY,7,08014,41.38592,2.13269,BARCELONA,Cerrado estacional,2020-09-23
LA PUNTUAL,CL,MONTCADA,22,08003,41.38452,2.18176,BARCELONA,Abierto con normalidad,2021-04-09
PEZ GORDO RESTAURANTE,CR,PETXINA,4,08001,41.38150,2.17242,BARCELONA,Cierre definitivo por Covid,2021-04-19
SUPER DANI,CL,VILLARROEL,20,08011,41.38145,2.16172,BARCELONA,Abierto con normalidad,2021-04-28
RESTAURANT DISFRUTAR,CR,VILLARROEL,163,08036,41.38785,2.15329,BARCELONA,NS/NC,2021-04-23
HOTEL THE SERRAS (BAR),PS,COLOM,9,08002,41.38007,2.18104,BARCELONA,Abierto con normalidad,2021-04-21
PIZZERIA LA PADRINA,CL,SARDENYA,41,08005,41.39174,2.18876,BARCELONA,Abierto con normalidad,2021-04-23
BODEGA SISCU,CL,SARDENYA,49,08005,41.39197,2.18847,BARCELONA,Abierto con normalidad,2021-04-23
BAR PARQUE INDUSTRIAL,CL,MUNTADAS,14,08014,41.37651,2.14059,BARCELONA,Cierre definitivo por Covid,Sin survey
HUSSAIN SUPERMERCADO,CL,ROSER,26,08004,41.37349,2.16674,BARCELONA,Abierto con normalidad,2020-09-16
PARALEL  SUPERMERCAT  24,AV,PARAL.LEL,107,08004,41.37494,2.16262,BARCELONA,Abierto con normalidad,2021-04-30
PATCH WORK CONCEPT,AV,PARAL.LEL,98,08015,41.37502,2.16588,BARCELONA,Abierto con normalidad,2021-04-28
FORNS DEL PI FERRAN 12,CL,FERRAN,12,08002,41.38207,2.17352,BARCELONA,Abierto con normalidad,2021-03-03
MY WAY,CL,HEURES,4,08002,41.38075,2.17524,BARCELONA,Cerrado temporalmente por COVID,2021-03-24
KIMO BORN,CL,"L'ARGENTERIA",6,08003,41.38368,2.18020,BARCELONA,Abierto con normalidad,2021-03-16
TAPAS 24 DIPUTACIÓN,CL,DIPUTACIO,269,08007,41.39079,2.16753,BARCELONA,Abierto con normalidad,2021-04-29
AGULLERS BAR,CL,AGULLERS,8,08003,41.38231,2.18158,BARCELONA,Abierto con normalidad,2021-03-03
RTE. SR PARELLADA,CL,"L'ARGENTERIA",37,08003,41.38371,2.18003,BARCELONA,Abierto con normalidad,2020-10-26
DOROTEA,BXD,SANT MIQUEL,4,08002,41.38144,2.17667,BARCELONA,Cierre definitivo por Covid,2021-02-12
SABOR,CL,BARRA DE FERRO,7,08003,41.38503,2.18058,BARCELONA,Abierto con normalidad,2021-04-26
BAR BLANQUERIA,CL,BLANQUERIA,15,08003,41.38639,2.18097,BARCELONA,Cerrado estacional,2020-11-26
HOSTAL CORAL BARCELONA,CL,CALELLA,1,08002,41.38145,2.17861,BARCELONA,Cerrado estacional,2020-10-13
BAR HARLEM,CL,COMTESSA DE SOBRADIEL,8,08002,41.38116,2.17838,BARCELONA,Cerrado estacional,2020-09-18
BAR TORRES,CL,CORTINES,24,08003,41.38982,2.18051,BARCELONA,Abierto con normalidad,2020-08-07
CLUB DE LA EMPANADA,CL,DAGUERIA,7,08002,41.38324,2.17811,BARCELONA,Abierto con normalidad,2021-03-26
RTE LA RIOJA,CL,DURAN I BAS,5,08002,41.38550,2.17413,BARCELONA,Abierto con normalidad,2021-03-09
BANANAS,CL,FUSINA,7,08003,41.38642,2.18325,BARCELONA,Abierto con normalidad,2021-04-20
CERCLE ARTISTIC DE SANT LLUC,CL,MERCADERS,42,08003,41.38602,2.17684,BARCELONA,Abierto con normalidad,2021-03-30
DR. STRAVINSKI,CL,MIRALLERS,5,08003,41.38423,2.18058,BARCELONA,Abierto con normalidad,2020-11-27
PALAU DALMASES,CL,MONTCADA,20,08003,41.38464,2.18157,BARCELONA,Cerrado temporalmente por COVID,2020-07-22
BAR ANGEL,CL,OCATA,2,08003,41.38392,2.18483,BARCELONA,Cierre definitivo por Covid,2021-03-19
CAELUM,CL,PALLA,8,08002,41.38303,2.17435,BARCELONA,Abierto con normalidad,2020-12-15
NOU CELLER,CL,PRINCESA,17,08003,41.38480,2.17980,BARCELONA,Cerrado estacional,2020-10-13
NERVION,CL,PRINCESA,2,08003,41.38419,2.17903,BARCELONA,Abierto con normalidad,2021-04-29
XIKI BAR,CL,RERE PALAU,4,08003,41.38370,2.18366,BARCELONA,Abierto con normalidad,2020-09-08
PARADISO,CL,RERE PALAU,4,08003,41.38373,2.18371,BARCELONA,Abierto con normalidad,2020-09-14
LA MASALA,CL,SANT PERE MITJA,53,08003,41.38834,2.17800,BARCELONA,Cerrado estacional,2020-10-13
BAR SEMOLERAS,CL,SEMOLERES,11,08003,41.38540,2.17890,BARCELONA,Abierto con normalidad,2021-03-18
MUDANZAS,CL,VIDRIERIA,15,08003,41.38400,2.18315,BARCELONA,Abierto con normalidad,2020-12-10
BAR SANZ,CL,GENERAL ALVAREZ DE CASTRO,5,08003,41.38702,2.17781,BARCELONA,Abierto con normalidad,2021-04-23
BILBAO BERRIA  (CATEDRAL),PZ,NOVA,3,08002,41.38432,2.17494,BARCELONA,Abierto con normalidad,2021-03-30
PASADIS DEL PEP,CL,PLA PALAU,2,08003,41.38288,2.18268,BARCELONA,Abierto con normalidad,2021-04-26
BAR RTE TRANSATLANTIC,PZ,VICTOR BALAGUER,3,08003,41.38303,2.18092,BARCELONA,Cerrado estacional,2020-08-17
LA POSTA,PS,ISABEL II,2,08003,41.38140,2.18244,BARCELONA,Cierre definitivo por Covid,Sin survey
BINGO LAIETANA,VIA,LAIETANA,51,08003,41.38738,2.17425,BARCELONA,Abierto con normalidad,2021-04-30
MOLINA - PRINC,VIA,LAIETANA,21,08003,41.38373,2.17905,BARCELONA,Cerrado estacional,2020-12-02
MOLINA,VIA,LAIETANA,19,08003,41.38362,2.17920,BARCELONA,Cerrado estacional,2020-12-02
NAPOLI PRIMA E DOPO,CL,VILLARROEL,255,08036,41.39211,2.14765,BARCELONA,Cierre definitivo por Covid,2021-03-04
DOCE SUPERMERCAT,CL,FLORIDABLANCA,114,08015,41.38001,2.16053,BARCELONA,Abierto con normalidad,2021-04-28
COMESTIBLES LAS PILIS,CRT,CARMEL,76,08024,41.41704,2.15858,BARCELONA,Abierto con normalidad,2020-11-09
AVENIR SUPERMERCAT,CL,"L'AVENIR",62,08021,41.39496,2.14535,BARCELONA,Abierto con normalidad,2021-04-28
BAR 7 HERMANOS,CL,SANTUARI,119,08032,41.41978,2.15521,BARCELONA,Abierto con normalidad,2021-04-27
CHESTER,CL,CORSEGA,644,08026,41.41070,2.17820,BARCELONA,Cerrado temporalmente por COVID,2021-02-24
RTE MITSUKI JAPONES,CR,POTOSI,2,08030,41.44286,2.20019,BARCELONA,Cerrado estacional,Sin survey
RESTAURANTE EL CERCLE,CL,ARCS,5,08002,41.38458,2.17455,BARCELONA,Abierto con normalidad,2021-04-26
CREPNOVA,CL,MUNTANER,244,08021,41.39443,2.14903,BARCELONA,Abierto con normalidad,2021-04-26
DEJABURG,CL,CORSEGA,216,08036,41.39185,2.15312,BARCELONA,Abierto con normalidad,2021-04-28
MISS SUSHI ILLA DIAGONAL,CL,DEU I MATA,69,08029,41.38881,2.13636,BARCELONA,Abierto con normalidad,2021-04-28
BAR AMADEO,CL,ENTENÇA,13,08015,41.37586,2.15570,BARCELONA,Abierto con normalidad,2021-04-28
SUPER MARKET,CL,SEPULVEDA,185,08011,41.38390,2.16340,BARCELONA,Cerrado temporalmente por COVID,2021-02-16
RESTAURANTE LEONARDO,AV,"MARQUES DE L'ARGENTERA",25,08003,41.38526,2.18556,BARCELONA,Abierto con normalidad,2021-04-22
VINITUS,CR,CONSELL DE CENT,333,08007,41.38992,2.16414,BARCELONA,Abierto con normalidad,2021-04-29
URBAN EXPRESS,CL,CONSELL DE CENT,46,08014,41.37679,2.14634,BARCELONA,Abierto con normalidad,2021-04-29
SUPERMERCAT,CL,LEPANT,263,08013,41.40416,2.17697,BARCELONA,Abierto con normalidad,2021-04-23
GELATIAMO,CL,CANUDA,21,08002,41.38470,2.17197,BARCELONA,Abierto con normalidad,2021-04-12
BOTANIC,CL,MUNTANER,64,08011,41.38693,2.15903,BARCELONA,Cierre definitivo por Covid,Sin survey
GORNITSKI,AV,DIAGONAL,608,08021,41.39261,2.14273,BARCELONA,Abierto con normalidad,2021-04-26
SUPERMERCAT,PS,PUJADES,9,08018,41.38960,2.18435,BARCELONA,Cierre definitivo por Covid,2020-11-16
RTE LA TROBADA DE GUINARDO,CL,TEODOR LLORENTE,24,08041,41.41889,2.17884,BARCELONA,Abierto con normalidad,2021-04-21
PLA DE LA GARSA,CL,ASSAONADORS,13,08003,41.38598,2.18060,BARCELONA,Cerrado estacional,2020-10-13
L´ENTRECOT,CL,PAU CLARIS,142,08009,41.39379,2.16574,BARCELONA,Abierto con normalidad,2021-04-26
FORN  DEL PI URRUTIA,PS,URRUTIA,92,08031,41.43481,2.16996,BARCELONA,Cierre definitivo por Covid,2020-10-13
BARCOTA,CL,CANVIS NOUS,14,08003,41.38304,2.18192,BARCELONA,Cerrado temporalmente por COVID,2021-03-22
WOK RONDA,CL,BOLIVIA,203,08020,41.41050,2.20115,BARCELONA,Abierto con normalidad,2021-02-19
SUPERMERCADO TRADING,PZ,LLANA,18,08003,41.38498,2.17925,BARCELONA,Abierto con normalidad,2021-04-29
CACHITOS,AV,DIAGONAL,508,08006,41.39523,2.15370,BARCELONA,Abierto con normalidad,2021-04-26
BOHEME,CL,PRINCESA,30,08003,41.38573,2.18096,BARCELONA,Abierto con normalidad,2021-02-10
UNIKO,CL,CORSEGA,206,08036,41.39137,2.15248,BARCELONA,NS/NC,2021-04-27
ESPORTS 3,CL,CORREU VELL,5,08002,41.38162,2.17976,BARCELONA,Cerrado estacional,2020-09-28
CHULAPIO COCKTAILS & CREPES,CL,BOTELLA,2,08001,41.37931,2.16591,BARCELONA,Cierre definitivo por Covid,Sin survey
"L'ESTANC DE CORSEGA",CL,CORSEGA,329,08037,41.39724,2.16030,BARCELONA,Abierto con normalidad,2021-04-29
REST.CAN XURRADES GASTRONÒMIC,CR,ENRIC CASANOVAS,212,08016,41.44199,2.18093,BARCELONA,Abierto con normalidad,2021-04-29
CLASIC,CL,ASES,16,08003,41.38370,2.18286,BARCELONA,Cierre definitivo por Covid,2020-09-07
UBAE,CL,PERILL,16,08012,41.39942,2.16146,BARCELONA,Abierto con normalidad,2020-10-05
DENASSUS,CL,BLAI,53,08004,41.37436,2.16275,BARCELONA,Abierto con normalidad,2021-04-30
TALLERES CARACAS 50,CL,CARACAS,50,08030,41.44584,2.20212,BARCELONA,Abierto con normalidad,2021-04-23
MEDIO O PINTO,CL,CALVET,27,08021,41.39479,2.14341,BARCELONA,Abierto con normalidad,2020-07-30
FARINA TRATTORIA,CR,SANTA FE DE NOU MEXIC,4,08017,41.39410,2.13623,BARCELONA,Cierre definitivo por Covid,Sin survey
CASA LOLEA,CR,TRAFALGAR,68,08010,41.39059,2.17863,BARCELONA,Abierto con normalidad,2021-04-19
CAFE 44,CL,BUENOS AIRES,44,08036,41.39265,2.14738,BARCELONA,Abierto con normalidad,2021-04-29
EUROPA SUPERMERCADO,CL,CASP,132,08013,41.39582,2.17929,BARCELONA,Abierto con normalidad,2021-04-30
BAR RTE VERD OLIVA,CL,SEQUIA COMTAL,15,08018,41.40831,2.18750,BARCELONA,Abierto con normalidad,2021-04-28
NEW SUPERMERCAT,VIA,AUGUSTA,128,08006,41.40053,2.14584,BARCELONA,Abierto con normalidad,2021-04-29
AMICS AL CAFÉ 2,AV,MADRID,51,08028,41.37761,2.12596,BARCELONA,Abierto con normalidad,2021-04-09
DATA RESTAURANTE,PS,URRUTIA,116,08031,41.43513,2.17173,BARCELONA,Abierto con normalidad,2021-04-27
EL CORNER DE TAULAT,CL,TAULAT,275,08005,41.40522,2.21243,BARCELONA,Abierto con normalidad,2021-04-29
VI DART,CR,MAS CASANOVAS,34,08025,41.41241,2.16976,BARCELONA,Cierre definitivo por Covid,2021-02-19
TREFFEN BAR,CL,GRAN VIA DE LES CORTS CATALANES,210,08004,41.36904,2.14139,BARCELONA,Abierto con normalidad,2021-04-20
GESTORIA INFORCONTA,CL,CASP,23,08010,41.38948,2.17088,BARCELONA,Cierre definitivo por Covid,2020-08-04
KENKO 2,CL,DOS DE MAIG,250,08013,41.40819,2.18060,BARCELONA,Abierto con normalidad,2021-04-20
GUELL AWAY,CL,LARRARD,39,08024,41.41242,2.15389,BARCELONA,Abierto con normalidad,2021-04-26
BAR EL ATRIL,CL,CARDERS,23,08003,41.38670,2.18022,BARCELONA,Abierto con normalidad,2021-04-29
SUPER BODEGA,CL,CARDERS,7,08003,41.38604,2.17998,BARCELONA,Abierto con normalidad,2020-08-07
RTE. LAMIAN,CL,DIPUTACIO,294,08009,41.39297,2.17047,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPERMERCAT OLIMPIC,CL,MOSCOU,26,08005,41.39007,2.19403,BARCELONA,Abierto con normalidad,2021-04-27
SUPER SAEED,CL,BALMES,177,08006,41.39635,2.15338,BARCELONA,Cierre definitivo por Covid,2021-02-17
SANDOR,PZ,FRANCESC MACIA,5,08021,41.39307,2.14434,BARCELONA,Abierto con normalidad,2021-04-29
BAR DON PEPE,PZ,CORTS,3,08029,41.38658,2.13646,BARCELONA,Abierto con normalidad,2021-04-26
BENTIPS,AV,REPUBLICA ARGENTINA,104,08023,41.41106,2.14536,BARCELONA,Abierto con normalidad,2021-04-26
CARNISSERIA MIQUEL,CR,TAJO,73,08032,41.42968,2.16006,BARCELONA,Abierto con normalidad,2020-11-17
ESTANCO N 355,CR,MARIA CUBI,80,08006,41.39750,2.14836,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
NIU DOLÇ,CL,ALFONS XII,90,08006,41.40129,2.14631,BARCELONA,Cierre definitivo por Covid,2021-01-11
HOTEL THE SERRAS ROOM SERVICE (MINI,PS,COLOM,9,08002,41.38007,2.18104,BARCELONA,Abierto con normalidad,2021-04-29
BRISTOL CAFE,CL,ROGER DE FLOR,220,08013,41.39999,2.17108,BARCELONA,Abierto con normalidad,2021-04-29
SUPERMERCAT,RDA,SANT PERE,39,08010,41.39037,2.17641,BARCELONA,Abierto con normalidad,2021-04-21
BAR MONO,PZ,SANT JOSEP ORIOL,4,08002,41.38246,2.17427,BARCELONA,Abierto con normalidad,2021-04-29
SUPERMERCAT LLANÇA,CL,LLANÇA,25,08015,41.37900,2.14681,BARCELONA,Abierto con normalidad,2021-04-26
DOP GOURMET,VIA,AUGUSTA,201,08021,41.39783,2.13924,BARCELONA,Abierto con normalidad,2021-04-28
HAAGEN-DAZS,AV,DIAGONAL,3,08019,41.41057,2.21629,BARCELONA,Cierre definitivo por Covid,2020-09-30
MERCER HOTEL,CL,LLEDO,7,08002,41.38261,2.17899,BARCELONA,Abierto con normalidad,2021-04-26
EL REBOST 24H.,CL,CASTELLA,26,08018,41.40547,2.19781,BARCELONA,Abierto con normalidad,2021-04-28
EL RACO DEL SOL,CL,"BARO D'ESPONELLA",38,08031,41.42795,2.17348,BARCELONA,Abierto con normalidad,2021-04-26
BRACAFE,CL,LISBOA,9,08032,41.42951,2.15843,BARCELONA,NS/NC,2021-04-26
ESTANC HARVARD,CR,BALMES,152,08008,41.39439,2.15598,BARCELONA,NS/NC,2021-04-23
LA BARRA,CR,ROSSELLO,231,08008,41.39386,2.15805,BARCELONA,Abierto con normalidad,2021-04-28
CAL MARIUS 449,CL,MALLORCA,449,08013,41.40580,2.17848,BARCELONA,Abierto con normalidad,2021-04-28
BAR RESTAURANT VALENCIA,CL,VALENCIA,38,08015,41.38032,2.14688,BARCELONA,Abierto con normalidad,2021-04-29
SUPER VALENCIA 283,CL,VALENCIA,283,08009,41.39480,2.16608,BARCELONA,Abierto con normalidad,2021-04-26
CENTRE SOCIAL CAN CLOS,PZ,MIG DE CAN CLOS,6,08038,41.36108,2.14720,BARCELONA,Abierto con normalidad,2021-04-28
LA TASCA DEL CLOT,CL,CONCILI DE TRENTO,22,08018,41.41083,2.19201,BARCELONA,Abierto con normalidad,2021-04-26
FARMACIA EDUARD SOLER ALONSO,CL,JAUME I,14,08002,41.38349,2.17817,BARCELONA,Abierto con normalidad,2021-04-23
EXPAT CAFE,PZ,REIAL,16,08002,41.37970,2.17527,BARCELONA,Cerrado estacional,2020-09-07
ESTANCO MERIDIANA,AV,MERIDIANA,30,08018,41.39532,2.18699,BARCELONA,Abierto con normalidad,2021-04-27
RTE. CAFETERIA NORD,CL,ALI BEI,80,08013,41.39470,2.18237,BARCELONA,Abierto con normalidad,2021-04-21
SUPER MERCAT,CL,TORRE DELS PARDALS,44,08041,41.42264,2.17543,BARCELONA,Cierre definitivo por Covid,Sin survey
ENTREPANS DIAZ,CL,PAU CLARIS,189,08037,41.39737,2.16103,BARCELONA,Abierto con normalidad,2021-04-28
BAR LUCENA,RIE,BLANCA,71,08028,41.37315,2.12519,BARCELONA,Cierre definitivo por Covid,Sin survey
CASA MARIA,CR,SANTANDER,26,08020,41.42591,2.20076,BARCELONA,Abierto con normalidad,2021-04-29
HOTEL AMISTER ART HOTEL,AV,ROMA,93,08029,41.38425,2.15156,BARCELONA,NS/NC,2021-04-28
FRANCESC DE MARIANO,CL,SANT DOMENEC,12,08012,41.39984,2.15650,BARCELONA,Abierto con normalidad,2021-03-17
LA  CHOLITA,CL,FELIP II,244,08016,41.42839,2.17645,BARCELONA,Abierto con normalidad,2021-04-07
TIMESBURG,CL,MOIANES,75,08014,41.37443,2.14254,BARCELONA,Abierto con normalidad,2021-04-26
CASA PATRI,CL,MARE DE DEU DE PORT,305,08038,41.36052,2.14057,BARCELONA,Abierto con normalidad,2021-04-28
XURRERIA LAIA,PS,FABRA I PUIG,146,08016,41.43025,2.18060,BARCELONA,Abierto con normalidad,2021-04-09
ESTANCO 68,AV,GAUDI,28,08025,41.40660,2.17450,BARCELONA,Abierto con normalidad,2021-04-26
CAFE LENNON,CL,PUIGMARTI,35,08012,41.40285,2.16130,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-29
COSTA COFFEE,CL,PROVENÇA,419,08025,41.40378,2.17354,BARCELONA,Cierre definitivo por Covid,2020-09-10
LA PATRONA,CL,GELABERT,17,08029,41.38833,2.14232,BARCELONA,NS/NC,2021-04-27
LA FERRERIA RESTAURANTE,CL,NEPTU,4,08006,41.39742,2.15515,BARCELONA,Abierto con normalidad,2021-04-27
RESTAURANTE LLOP,CR,DOCTOR DOU,1,08001,41.38195,2.16944,BARCELONA,Cerrado estacional,2020-09-17
ARROSSERIA XATIVA,CR,BORDEUS,35,08029,41.38927,2.14029,BARCELONA,Abierto con normalidad,2021-04-29
ESTANCO CATEDRAL,AV,CATEDRAL,1,08002,41.38441,2.17545,BARCELONA,Abierto con normalidad,2021-04-27
ARROSSERIA XATIVA AMB GRACIA,CL,"TORRENT D'EN VIDALET",26,08012,41.40383,2.15962,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-29
EL CALAMAR CONTENT,CL,DESFAR,32,08016,41.43051,2.17639,BARCELONA,Abierto con normalidad,2021-04-14
ALTIMA RONDA DE DALT CAFETERIA,CL,SCALA DEI,17,08035,41.44018,2.15563,BARCELONA,Abierto con normalidad,2021-04-12
PANINO SILVESTRE,CL,BALMES,187,08006,41.39677,2.15286,BARCELONA,Abierto con normalidad,2021-04-26
BAR CHEERS,CL,VALLIRANA,83,08006,41.40545,2.14572,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
DULCINEA,PZ,MAYOR (POBLE ESPANYOL),15,08038,41.36386,2.15719,BARCELONA,Cerrado temporalmente por COVID,2021-03-03
FORN DEL MERCAT,CL,ALI BEI,109,08013,41.39546,2.18342,BARCELONA,Abierto con normalidad,2021-04-14
MALAYSIA RTE,CL,LAFORJA,8,08006,41.40002,2.15085,BARCELONA,Abierto con normalidad,2020-10-09
CATALUNYA MERCAT,CL,HOMER,12,08023,41.40644,2.14709,BARCELONA,Abierto con normalidad,2021-04-29
EL CLANDESTINO,CL,JAUME PIQUET,1,08017,41.39760,2.12336,BARCELONA,Abierto con normalidad,2021-04-27
PAKTA,CL,LLEIDA,7,08004,41.37421,2.15448,BARCELONA,Cierre definitivo por Covid,2020-09-18
TABACS GALEZ,CL,"L'ALFAMBRA",15,08034,41.38642,2.11258,BARCELONA,Abierto con normalidad,2021-04-29
"L'AST DE SARRIA",CL,MAJOR DE SARRIA,103,08017,41.40011,2.12137,BARCELONA,Abierto con normalidad,2021-04-23
SUPERMERCADO,CL,VILADOMAT,191,08015,41.38351,2.15220,BARCELONA,Abierto con normalidad,2021-04-28
FRUITES I VERDURES,CL,JAUME PIQUET,15,08017,41.39808,2.12428,BARCELONA,Abierto con normalidad,2021-04-27
FARGGI BORN,PS,BORN,32,08003,41.38502,2.18305,BARCELONA,Abierto con normalidad,2021-04-27
HACIENDAS ESPARTERIA,CL,"L'ESPARTERIA",10,08003,41.38420,2.18309,BARCELONA,Cierre definitivo por Covid,Sin survey
TIO PACO,CL,PIQUER,38,08004,41.37322,2.16923,BARCELONA,Cerrado temporalmente por COVID,2020-07-24
REST TWIST,PTG,GUTENBERG,7,08001,41.37688,2.17467,BARCELONA,Cerrado estacional,2020-09-08
BAR CAPITAN,CL,PARAGUAI,17,08020,41.41689,2.20727,BARCELONA,Abierto con normalidad,2021-04-23
RESTAURANTE HOFMANN,CL,GRANADA DEL PENEDES,14,08006,41.39710,2.15302,BARCELONA,Abierto con normalidad,2021-04-26
FORN GALA,CR,SELVA DE MAR,49,08019,41.40959,2.20811,BARCELONA,Abierto con normalidad,2021-04-29
SUPER MASUD,CL,GRAVINA,10,08001,41.38529,2.16572,BARCELONA,Abierto con normalidad,2021-04-29
BAR ALAMO,CL,MANDONI,10,08004,41.36898,2.14312,BARCELONA,Abierto con normalidad,2021-04-28
ESTANC SAGRADA FAMILIA,CL,SARDENYA,312,08013,41.40249,2.17459,BARCELONA,Abierto con normalidad,2021-04-29
"D,RUMBA",CL,VILADOMAT,211,08029,41.38501,2.15025,BARCELONA,Cerrado estacional,2020-09-25
100 MONTADITOS,PZ,URQUINAONA,1,08010,41.38903,2.17256,BARCELONA,Abierto con normalidad,2021-04-29
MONTSANT RESTAURANTE,CL,MONTSANT,27,08031,41.43354,2.17017,BARCELONA,Abierto con normalidad,2020-12-16
PIRINEU EN BOCA,CL,GIRONA,17,08010,41.39168,2.17529,BARCELONA,Abierto con normalidad,2021-04-29
CARNICERIA HALAL,RIE,ALTA,60,08001,41.38038,2.16392,BARCELONA,Abierto con normalidad,2021-02-08
RAD CAFE,AV,DIAGONAL,635,08028,41.38721,2.12384,BARCELONA,Abierto con normalidad,2021-04-20
RTE.TABERNA DEL CONDE,CL,FONERIA,46,08038,41.36130,2.14061,BARCELONA,Abierto con normalidad,2021-04-21
RABAYA SUPERMERCATS,CL,CASANOVA,21,08011,41.38305,2.16187,BARCELONA,Cierre definitivo por Covid,2020-07-09
LA FONDA DE HORTA,PZ,EIVISSA,8,08032,41.43029,2.16082,BARCELONA,Abierto con normalidad,2021-04-20
BAR RACING,CL,MARE DE DEU DE PORT,172,08038,41.35923,2.14261,BARCELONA,Abierto con normalidad,2021-04-21
MINI SUPER NUMANCIA,CL,NUMANCIA,4,08029,41.38130,2.14139,BARCELONA,Abierto con normalidad,2021-04-30
CAN GABI BAR,CL,BANYS NOUS,9,08002,41.38220,2.17508,BARCELONA,Abierto con normalidad,2021-03-22
LA FLOR I NATA,CL,TARRAGONA,102,08015,41.37951,2.14403,BARCELONA,Abierto con normalidad,2021-04-19
ESTANC CASA FUSTER,RB,CATALUNYA,29,08007,41.38921,2.16585,BARCELONA,Abierto con normalidad,2021-04-28
TASCA I VINS HOSTELERIA,CL,CEP,2,08027,41.42494,2.18149,BARCELONA,Abierto con normalidad,2021-04-27
BAR RESTAURANR EL PETIT GOURMET,CL,MANIGUA,56,08027,41.42447,2.17966,BARCELONA,Abierto con normalidad,2021-04-27
PELUQUERIA ANTONIO GARRIDO,CL,BORI I FONTESTA,19,08021,41.39332,2.13979,BARCELONA,Abierto con normalidad,2021-04-28
RESTAURANTE EL SURTIDOR,PZ,SORTIDOR,5,08004,41.37247,2.16220,BARCELONA,Abierto con normalidad,2021-04-30
CARDENAL SUPER,CL,CARDENAL REIG,26,08028,41.37764,2.11584,BARCELONA,Abierto con normalidad,2021-04-30
LAS HERMANAS DE LOS ANCARES,CL,JAUME ROIG,17,08028,41.37626,2.12613,BARCELONA,Abierto con normalidad,2021-04-19
UNICO,CL,"TORRENT DE L'OLLA",15,08012,41.39914,2.16061,BARCELONA,Cierre definitivo por Covid,Sin survey
TONKOTSU,CR,VALENCIA,290,08007,41.39393,2.16492,BARCELONA,Abierto con normalidad,2021-04-26
CAFETERIA KEBO,CL,CREU COBERTA,119,08014,41.37527,2.14206,BARCELONA,Abierto con normalidad,2021-04-26
OCHO PATAS,AV,JOSEP TARRADELLAS,11,08029,41.38153,2.14217,BARCELONA,Abierto con normalidad,2021-04-29
CERVECERIA LOS ARCOS,CL,MARE DE DEU DE PORT,264,08038,41.36206,2.13960,BARCELONA,Abierto con normalidad,2021-04-22
CAFE CHIRIMAS,AV,QUINZE,7,08031,41.42668,2.17585,BARCELONA,Abierto con normalidad,2021-04-27
A33 PIZZERÍA,CL,MANSO,22,08015,41.37630,2.16008,BARCELONA,Cerrado estacional,Sin survey
RUIXIAN SANT ANTONI,PS,SANT ANTONI,8,08014,41.37621,2.13648,BARCELONA,Cierre definitivo por Covid,2021-01-15
BEER I VINS,CL,CORSEGA,589,08025,41.40752,2.17393,BARCELONA,Abierto con normalidad,2021-04-21
BAR RTE OLIVERA,CL,ESCULTORS CLAPEROS,39,08018,41.40605,2.18902,BARCELONA,Abierto con normalidad,2021-04-27
BAR LIPS,AV,MARE DE DEU DE MONTSERRAT,183,08041,41.41964,2.17274,BARCELONA,Cerrado estacional,2020-09-22
FIESTAS JOPI,CR,PROVENÇA,554,08026,41.40887,2.18040,BARCELONA,Abierto con normalidad,2021-04-27
KIOSCO 333,RDA,SANT ANTONI,100,08001,41.38481,2.16389,BARCELONA,Abierto con normalidad,2021-04-28
ALIMENTACIÓN,CL,SANT SALVADOR,7,08012,41.40664,2.15278,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-23
SERVICEN BUSSINESS CENTER,PZ,UNIVERSITAT,3,08007,41.38513,2.16367,BARCELONA,Abierto con normalidad,2021-03-22
EL MAS DEL MERCADER,PZ,SANT JOSEP,10,08001,41.38187,2.17113,BARCELONA,Abierto con normalidad,2021-04-28
YAKUMANKA,CL,VALENCIA,207,08007,41.39017,2.15992,BARCELONA,Abierto con normalidad,2021-04-28
LA MAÑA,CL,"CASTELL D'ARGENÇOLA",41,08033,41.45431,2.17399,BARCELONA,Abierto con normalidad,2021-01-04
THAIZAAP RESTSURANT,CL,VILADOMAT,131,08015,41.38099,2.15559,BARCELONA,Abierto con normalidad,2021-04-27
LA GRANJA,CR,MARE DE DEU DE LORDA,20,08033,41.45068,2.19142,BARCELONA,Abierto con normalidad,2021-04-19
MAAAI,CL,REGAS,30,08006,41.39945,2.15086,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR CAF PLANETARIUM,RDA,GUINARDO,251,08041,41.42336,2.17748,BARCELONA,Abierto con normalidad,2020-07-07
LA BRASERIA DEL PASSEIG,PS,FABRA I PUIG,136,08016,41.43025,2.18119,BARCELONA,Abierto con normalidad,2021-04-26
MARKET BAR,CL,MALLORCA,202,08036,41.39037,2.15796,BARCELONA,Cierre definitivo por Covid,Sin survey
