nombre,cocina,direccion,rating,num_opiniones,precio
Casa Blanca - Mercat Sant Antoni,CATALÁN,"Ronda de Sant Antoni, 1, 08011, Barcelona",0.0,0,17
Haddock - La Taverne Canaille,ESPAÑOL,"Carrer de València, 181, 08011, Barcelona",0.0,0,40
La Clotenca,€,"Carrer del Clot, 49, 08018, Barcelona",0.0,0,20
Zeru,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 654, 08010, Barcelona",0.0,0,20
Calle Santafe,MEDITERRÁNEO,"Carrer de Santa Fe de Nou Mèxic, 18, 08017, Barcelona",0.0,0,28
El Cochinillo Loco,MERCADO,"La Rambla, 91, 08001, Barcelona",0.0,0,20
Pandora,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 08011, Barcelona",0.0,0,18
The Fish & Chips Shop,INGLÉS,"Carrer de Rocafort, 70, 08015, Barcelona",0.0,0,12
TB Bar - Grand Hotel La Florida,MEDITERRÁNEO,"Carretera de Vallvidrera al Tibidabo, 83, 08035, Barcelona",0.0,0,30
Igueldo,ASADOR,"Rosello 186, 08008, Barcelona",0.0,0,40
Ciudadela Parc - Hotel Ciudadela Parc,ARROCERÍA,"Paseo Pujades, 5, 08018, Barcelona",0.0,0,23
Al Passatore-Pla de Palau,€,"C/ Pla de Palau, 8, 08002, Barcelona",0.0,0,18
Croqueteca,ESPAÑOL,"Passatge de Còrsega, 3, 08026, Barcelona",0.0,0,12
Truiteria La Ceba,CATALÁN,"Carrer de la Perla, 10, 08012, Barcelona",0.0,0,12
Patxi,VASCO,"C/ Bonavista, 21, 08025, Barcelona",0.0,0,45
El Rincón Cubano,CUBANO,"Carrer de l'Or, 19, 08012, Barcelona",0.0,0,20
Flor de Maig Pintor Fortuny,VEGETARIANO,"Carrer del Pintor Fortuny, 29, 08001, Barcelona",0.0,0,15
Casa Sánchez,MEDITERRÁNEO,"Moll de Gregal, 11 y 12, 08005, Barcelona",0.0,0,30
Cobab,COREANO,"Carrer d´Entença, 62, 08015, Barcelona",0.0,0,18
Electric Bcn,ITALIANO,"C/ d'Entença, 116, 08015, Barcelona",0.0,0,20
Tío papelón,VENEZOLANO,"Carrer de Sicília, 247, 08025, Barcelona",0.0,0,10
La Foixarda del Poble,MEDITERRÁNEO,"Av. Francesc Ferrer i Guàrdia, 13, 08038, Barcelona",0.0,0,25
Tempura & Thali,INDIO,"Carrer de Béjar, 70, 08014, Barcelona",0.0,0,15
Tetas y Sopa,MEDITERRÁNEO,"Carrer del Rosselló, 368, 08025, Barcelona",0.0,0,14
Sanabrés,MEDITERRÁNEO,"Carrer del Taquígraf Serra, 24, 08029, Barcelona",0.0,0,20
La Central - Diputación,MEDITERRÁNEO,"Carrer de la Diputació, 255, 08007, Barcelona",0.0,0,15
Menssana,MEDITERRÁNEO,"Carrer de Sardenya, 48, 08005, Barcelona",0.0,0,15
Bar Bodega Can Ros,MEDITERRÁNEO,"Carrer de Roger de Flor, 303, 08025, Barcelona",0.0,0,10
Panchito Gracia,MEXICANO,"Carrer de Bruniquer, 33, 08024, Barcelona",0.0,0,15
El Clandestino,MEDITERRÁNEO,"Carrer de Jaume Piquet, 1B, 08017, Barcelona",0.0,0,25
Foxos de Llúria,GALLEGO,"Carrer de Roger de Llúria, 50, 08009, Barcelona",0.0,0,25
D. Fenix Sushi,AUTOR,"C/ Nàpols, 141, 08013, Barcelona",0.0,0,12
Food Health,ESPAÑOL,"C/ Balmes, 44, 08007, Barcelona",0.0,0,11
Romero,MEDITERRÁNEO,"C/ Bailén, 115, 08009, Barcelona",0.0,0,22
Teresa Carles,MEDITERRÁNEO,"Carrer de Jovellanos, 2, 08001, Barcelona",0.0,0,25
Touhou,COREANO,"C/ Ausiàs March, 56, 08010, Barcelona",0.0,0,10
Asador de Galicia,ASADOR,"C/ Sepúlveda 187, 08011, Barcelona",0.0,0,25
El Mirador del Carmelo I,ANDALUZ,"C/ Pasteur, 2, 08024, Barcelona",0.0,0,18
Saffron,MEDITERRÁNEO,"C/ Enric Granados, 24, 08007, Barcelona",0.0,0,25
Tarantella,€,"C/ Sepúlveda, 98, 08015, Barcelona",0.0,0,21
La Llimona,ESPAÑOL,"C/ Constança, 6, 08029, Barcelona",0.0,0,19
Mediterrània - Hotel Zenit Barcelona,MEDITERRÁNEO,"C/ Santaló, 8, 08021, Barcelona",0.0,0,25
Tres Torres,ESPAÑOL,"Carrer del Rosari, 15, 08017, Barcelona",0.0,0,20
Tatau L'Antiquari,ESPAÑOL,"C/ Salou 5, 08014, Barcelona",0.0,0,16
Huanchaco Beach,PERUANO,"Carrer de Béjar, 54, 08014, Barcelona",0.0,0,20
Pata Negra,ANDALUZ,"C/ Cáceres, 32, 08028, Barcelona",0.0,0,15
El Taronget,ITALIANO,"Passatge Lluís Pellicer 24, 08036, Barcelona",0.0,0,26
Ikki Bar,JAPONÉS,"Carrer de Cabanes, 25, 08004, Barcelona",0.0,0,12
Vía Fora,MEDITERRÁNEO,"Riera de Sant Miquel, 25, 08006, Barcelona",0.0,0,16
CalalaPasta,€,"C/ D'Espronceda, 128, 08005, Barcelona",0.0,0,14
El Paraguayo,ASADOR,"C/ Parc, 1, 08002, Barcelona",0.0,0,31
El Alebrije,MEXICANO,"C/ Mallorca, 188, 08036, Barcelona",0.0,0,23
Restaurante El Reloj,MEDITERRÁNEO,"Vía Layetana, 40, 08003, Barcelona",0.0,0,20
Ginos - Maremagnum,ITALIANO,"Moll d´Espanya, 5, 08039, Barcelona",0.0,0,15
Idò DO Balear,MEDITERRÁNEO,"Carrer de Viladomat, 43, 08015, Barcelona",0.0,0,15
Balmes Roselló,MEDITERRÁNEO,"Carrer de Balmes, 129 Bis, 08008, Barcelona",0.0,0,25
Marrakech,MARROQUÍ,"Carrer de Béjar, 89, 08014, Barcelona",0.0,0,22
Il Giardinetto di Gràcia,€,"C/ Sant Lluis, 37, 08012, Barcelona",0.0,0,20
Tickets,MEDITERRÁNEO,"Avinguda del Paraŀlel, 164, 08015, Barcelona",0.0,0,100
Casabe,VENEZOLANO,"Carrer de Laforja, 23, 08006, Barcelona",0.0,0,15
EatMyTrip Brunch & Bakery,INTERNACIONAL,"Carrer del Consell de Cent, 378, 08009, Barcelona",0.0,0,12
Key Montjuic - Club Natació Montjuic,MEDITERRÁNEO,"Carrer del Segura, s/n, 08038, Barcelona",0.0,0,27
La Central - Arenas,MEDITERRÁNEO,"Carrer de Llança, 20, 08015, Barcelona",0.0,0,15
Bella Sushi,JAPONÉS,"Carrer de Calàbria, 98, 08015, Barcelona",0.0,0,12
Pappa & Citti,ITALIANO,"Carrer de l'Encarnació, 38, 08024, Barcelona",0.0,0,18
El Guindilla - Barceloneta,MEDITERRÁNEO,"Plaça del Poeta Boscà, 2, 08003, Barcelona",0.0,0,20
La Bodegueta de les Corts,ESPAÑOL,"Travessera de les Corts 154, 08028, Barcelona",0.0,0,20
La Fusión,ASIÁTICO,"Carrer de Santander, 82, 08030, Barcelona",0.0,0,15
Frenchies Brothers,FRANCÉS,"Carrer de València, 352, 08009, Barcelona",0.0,0,15
Ô Paris Puerto Olímpico,FRANCÉS,"Moll de Gregal, 26, 08005, Barcelona",0.0,0,23
El Setanta-Vuit,MERCADO,"Carrer de Badajoz, 67, 08005, Barcelona",0.0,0,13
Alta Galicia,MARISQUERÍA,"C/ Rambla Poblenou, 93, 08005, Barcelona",0.0,0,24
Surf House,FUSIÓN,"Av. Almirall Aixada, 22, 08003, Barcelona",0.0,0,16
Can Martí,CATALÁN,"C/Pasaje Font del Mont, 4, 08017, Barcelona",0.0,0,18
Futami,JAPONÉS,"C/ Enric Granados, 10, 08007, Barcelona",0.0,0,21
Andino,PERUANO,"Carrer de Còrsega, 589, Barcelona, Spain, 08025, Barcelona",0.0,0,20
Gust,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 633, 08010, Barcelona",0.0,0,22
La Vietnamita,VIETNAMITA,"C/ Torrent de l'Olla, 78, 08012, Barcelona",0.0,0,29
Codium,CREATIVO,"C/ Villaroel, 88, 08011, Barcelona",0.0,0,13
La Mostra,ESPAÑOL,"C/ Riera de Sant Miquel, 11, 08006, Barcelona",0.0,0,65
Tablao de Carmen,ANDALUZ,"Avinguda de Francesc Ferrer i Guàrdia, 13, 08038, Barcelona",0.0,0,"[12, 27, 15, 12, 18, 20, 20, 15, 15, 23, 13, 24, 16, 18, 21, 20, 22, 29, 13, 65]"
Atmosphère,FRANCÉS,"C/ Venus, 1-3, 08012, Barcelona",0.0,0,20
El Racó del Peix,MARISQUERÍA,"Carrer del Tajo, 8, 08031, Barcelona",0.0,0,30
La Taverneta Barcelona,CATALÁN,"Carrer de Francesc Pujols, 3, 08002, Barcelona",0.0,0,25
Nice Spice,INDIO,"C/ Pujades, 207, 08005, Barcelona",0.0,0,12
Kebab Grill,TURCO,"Passeig de Sant Antoni, 7, 08014, Barcelona",0.0,0,15
Can Costa,MEDITERRÁNEO,"Passeig de Joan de Borbó, 70, 08003, Barcelona",0.0,0,35
3 Atelier Gastrobar Eddie Arola,AUTOR,"C/ Còrsega, 231, 08036, Barcelona",0.0,0,17
Lam Thai Street Food,TAILANDÉS,"Gran Via de les Corts Catalanes, 518, 08015, Barcelona",0.0,0,22
Kaiku,MEDITERRÁNEO,"Plaza del Mar, 1, 08003, Barcelona",0.0,0,35
Boca Boca,MEDITERRÁNEO,"Passeig de Fabra i Puig, 211, 08016, Barcelona",0.0,0,12
Micaela Pizzería,€,"Carrer de l'Hospital, 46, 08001, Barcelona",0.0,0,10
Fulano Mengano,MEDITERRÁNEO,"Carrer de Muntaner, 325, 08021, Barcelona",0.0,0,20
Gran Torino Garage Bar,ITALIANO,"Plaça del Duc de Medinaceli, 6, 08002, Barcelona",0.0,0,15
Taj Indian Barcelona,INDIO,"Carrer de Bailèn, 219, 08037, Barcelona",0.0,0,20
The Sopa Boba,MEDITERRÁNEO,"Carrer del Bruc, 115, 08009, Barcelona",0.0,0,20
Caldeni,MEDITERRÁNEO,"C/ Valencia, 452, 08013, Barcelona",0.0,0,38
Creps Barcelona,FRANCÉS,"C/ Rambla Poble Nou, 27, 08005, Barcelona",0.0,0,14
Mediterranean Original,€,"Avenida Diagonal, 208, 08018, Barcelona",0.0,0,10
Casa Julio,MEDITERRÁNEO,"Carrer dels Garrofers, 65, 08016, Barcelona",0.0,0,25
Mochica,PERUANO,"C/ Gran Vía de les Corts Catalanes, 487, local 1, 08015, Barcelona",0.0,0,24
Zanzíbar Cocktails & Restaurant,MEDITERRÁNEO,"C/ del Mestre Nicolau, 4, 08021, Barcelona",0.0,0,21
Vell Poblenou,ARROCERÍA,"C/ Taulat, 95 , 08005, Barcelona",0.0,0,19
Sibarit,CREATIVO,"C/ Aribau, 65, 08011, Barcelona",0.0,0,33
Pan & Oli,MEDITERRÁNEO,"Carrer de Galileu, 30, 08028, Barcelona",0.0,0,23
Ramen Dining Yú,JAPONÉS,"C/ Valencia, 204, 08011, Barcelona",0.0,0,22
Bar Santa Fe,BRASILEÑO,"Carrer de Wellington, 17, 08018, Barcelona",0.0,0,15
La Torreta de l'Escorial,CATALÁN,"Carrer de l'Escorial, 158, 08024, Barcelona",0.0,0,25
Julivert Meu,CATALÁN,"Carrer del Bonsuccés, 7, 08001, Barcelona",0.0,0,20
Ta-Tung,ASIÁTICO,"C/ Mariano Cubí, 85, 08006, Barcelona",0.0,0,13
Tactic Good Life,MEDITERRÁNEO,"Enric Granados, 11, 08007, Barcelona",0.0,0,15
Ramen Suita,JAPONÉS,"Carrer del Príncep Jordi, 6, 08014, Barcelona",0.0,0,13
Barcelonas Restaurant,MEDITERRÁNEO,"Ctra. de Vallvidrera al Tibidabo, 83-93, 08035, Barcelona",0.0,0,65
A Toda Leña,ARGENTINO,"Carrer del Consell de Cent, 487, 08013, Barcelona",0.0,0,20
9NINE,MEDITERRÁNEO,"Carrer de València, 334, 08009, Barcelona",0.0,0,25
La Barra - Mercat del Ninot,MERCADO,"Carrer de Mallorca, 133, 08036, Barcelona",0.0,0,13
Don Baco,ESPAÑOL,"C/ Nápoles, 331, 08025, Barcelona",0.0,0,12
Bona sort sushi,JAPONÉS,"Carrer de la Marina, 191, 08013, Barcelona",0.0,0,20
El Establo,ARGENTINO,"Passeig de Maragall, 56, 08041, Barcelona",0.0,0,25
BOB Oyster BCN,MARISQUERÍA,"Carrer de París, 190, 08036, Barcelona",0.0,0,25
Riad Sakura,ÁRABE,"Carrer de Sicília, 270, 08013, Barcelona",0.0,0,20
Balius Bar Gastrococtelería,MEDITERRÁNEO,"Carrer de Pujades, 196, 08005, Barcelona",0.0,0,20
Sushi Samba Fushion,CATALÁN,"Carrer de Bailèn, 113, 08037, Barcelona",0.0,0,120
La Mesa de Ángel León,CREATIVO,"Passeig de Gràcia, 38-40, 08007, Barcelona",0.0,0,27
Dolci Parole,ITALIANO,"C/ Consell de Cent, 329, 08007, Barcelona",0.0,0,22
Sensi Bistro Tapas,MEDITERRÁNEO,"C/ Regomir, 4, 08002, Barcelona",0.0,0,18
Rosti,INTERNACIONAL,"C / Ramon Trías Fargas, 4, 08005, Barcelona",0.0,0,10
Bella Italia,€,"C/ Roger de Llúria, 87, 08009, Barcelona",0.0,0,26
La Perla,ESPAÑOL,"C/ Numancia, 66, 08029, Barcelona",0.0,0,24
El 106 - Hotel Acevi Villarroel,MEDITERRÁNEO,"C/ Villaroel, 106, 08011, Barcelona",0.0,0,13
El Racó d'en Pep,MEDITERRÁNEO,"C/ Sardenya, 404, 08025, Barcelona",0.0,0,"[15, 13, 65, 20, 25, 13, 12, 20, 25, 25, 20, 20, 120, 27, 22, 18, 10, 26, 24, 13]"
Buoni e Cattivi,€,"C/ Amargós, 13, 08002, Barcelona",0.0,0,25
La casita del hondureño,MEXICANO,"Carrer Sant Manuel, 2, 08031, Barcelona",0.0,0,15
L'Eixample Barcelona,MERCADO,"Carrer de Viladomat, 131, 08015, Barcelona",0.0,0,15
L'Òstia,MEDITERRÁNEO,"Plaça de la Barceloneta, 1-3, 08003, Barcelona",0.0,0,20
Pato Pekín,CHINO,"C/ Marina, 16, 08005, Barcelona",0.0,0,27
Zero 20,MEXICANO,"Carrer d'Indíbil, 6, 08004, Barcelona",0.0,0,12
La Quesera Barcelona,MEDITERRÁNEO,"Plaça del Camp, 7, 08022, Barcelona",0.0,0,18
Observatorio Fabra,MEDITERRÁNEO,"Camí de Observatori, s/n, 08035, Barcelona",0.0,0,75
El Petit Príncep,INTERNACIONAL,"Gran Via de les Corts Catalanes, 677, 08013, Barcelona",0.0,0,15
Pizza Paco,€,"Carrer de l'Allada-Vermell, 11, 08003, Barcelona",0.0,0,15
Restaurante Alfonsina,ARGENTINO,"Carrer de la Diputació, 379, 08013, Barcelona",0.0,0,20
Peggy Sue's,AMERICANO,"Carrer de Balmes, 24, 08007, Barcelona",0.0,0,15
Sapore di Mare,€,"Paseo Joan de Borbó, 2, 08003, Barcelona",0.0,0,29
Tres Encinas,MEDITERRÁNEO,"Avda. de Roma, 153, 08011, Barcelona",0.0,0,30
Namaste II,INDIO,"C/ Villarroel, 70, 08011, Barcelona",0.0,0,30
Hoja Santa by Albert Adrià y Paco Méndez,MEXICANO,"Avinguda de Mistral, 54, 08015, Barcelona",0.0,0,110
Machete - El Born,LATINO,"Pla de Palau, 12, 08003, Barcelona",0.0,0,20
La Burrata,€,"Carrer de Balmes, 283, 08006, Barcelona",0.0,0,15
Madrelievito - Barcelona,€,"Carrer de la Llacuna, 1, 08005, Barcelona",0.0,0,15
The Venue Steak House,INGLÉS,"C/ Rosselló, 08011, Barcelona",0.0,0,33
La Fonda del Camino,COLOMBIANO,"C/ 26 de Gener, 26, 08014, Barcelona",0.0,0,30
El rey de Istanbul,TURCO,"Carrer de Ribes, 23, 08013, Barcelona",0.0,0,14
Shiki,JAPONÉS,"Carrer de Joan d’Àustria, 08018, Barcelona",0.0,0,12
La Crema Canela,MEDITERRÁNEO,"Passatge Madoz, 6, 08002, Barcelona",0.0,0,20
Dine in Dark,MEDITERRÁNEO,"Carrer del Carme, 33, 08001, Barcelona",0.0,0,54
Di...Vini Sapori,€,"Carrer de Buenos Aires, 28, 08036, Barcelona",0.0,0,20
Catacroquet,MEDITERRÁNEO,"Carrer dels Almogàvers, 211, 08018, Barcelona",0.0,0,15
Le Saint-Tropez,MEDITERRÁNEO,"Carrer de Provença, 88, 08029, Barcelona",0.0,0,25
Come In,MEDITERRÁNEO,"Carrer de València, 334 08009 Barcelona, 08009, Barcelona",0.0,0,20
La Xarcu,MEDITERRÁNEO,"Plaza Molina, 1, 08006, Barcelona",0.0,0,20
Bodega La Peninsular,ESPAÑOL,"Carrer del Mar, 29, Barcelona, Spain, 08003, Barcelona",0.0,0,17
Flax&Kale,MEDITERRÁNEO,"Carrer dels Tallers, 74, 08001, Barcelona",0.0,0,25
Machete - Gòtic,LATINO,"Carrer Ample, 20, 08002, Barcelona",0.0,0,20
Sinla,COREANO,"Carrer de la Ciutat de Balaguer, 58, 08022, Barcelona",0.0,0,18
Lata-Barra,MEDITERRÁNEO,"Carrer de Mallorca, 438, Barcelona, Spain, 08013, Barcelona",0.0,0,20
Gardenia Taverna Gastronomica,MEDITERRÁNEO,"Carrer de París, 161, 08036, Barcelona",0.0,0,30
El Celler del Vermut,GALLEGO,"Carrer de Lepant, 239, 08013, Barcelona",0.0,0,20
De Zero,ESPAÑOL,"Av. de Sarrià, 23, 08029, Barcelona",0.0,0,10
El Clàssic,MERCADO,"Carrer del Bruc, 71, 08009, Barcelona",0.0,0,25
Xop Dor,MEDITERRÁNEO,"Avinguda Paral·lel, 204, 08015, Barcelona",0.0,0,25
La Balanza,ITALIANO,"Carrer de Folgueroles, 3, 08022, Barcelona",0.0,0,24
Kurz & Gut - Barceloneta,INTERNACIONAL,"Passeig de Joan de Borbó, 65, 08003, Barcelona",0.0,0,15
Yoüme,JAPONÉS,"Carrer de Roger de Flor, 204, 08013, Barcelona",0.0,0,15
El Felino,€,"Carrer de la Marina, 269, 08025, Barcelona",0.0,0,15
L'Arròs - Palau de Mar,MEDITERRÁNEO,"Plaça Pau Vila, 1, 08039, Barcelona",0.0,0,25
La Cueva del tío Jesús,CATALÁN,"C/ Escocia, 5, 08016, Barcelona",0.0,0,25
Cremat 11,ESPAÑOL,"Carrer Cremat Gran, 11, 08003, Barcelona",0.0,0,25
Sports Bar Italian Food,ITALIANO,"Carrer de la Marina, 290, 08025, Barcelona",0.0,0,20
Bellvitja,MERCADO,"Carrer de l'Hospital, 38, 08001, Barcelona",0.0,0,25
Hanoi,VIETNAMITA,"Plaza Dr. Letamendi. 27, 08007, Barcelona",0.0,0,20
Come Come,MEDITERRÁNEO,"C/ Viladomat, 322, 08029, Barcelona",0.0,0,19
Hidalgo,MEDITERRÁNEO,"Carrer de Balmes, 396, 08022, Barcelona",0.0,0,25
"El Arrayán (Mandarin Oriental, Barcelona)",MEXICANO,"Passeig de Gràcia, 38, 08007, Barcelona",0.0,0,40
DAKARBCN,AFRICANO,"Carrer del Consell de Cent, 352, 08009, Barcelona",0.0,0,15
Domo Restaurant,MEDITERRÁNEO,"Carrer de Provençals, 19, 08019, Barcelona",0.0,0,20
La Buena Vida,MEDITERRÁNEO,"Rambla del Poblenou, 59, 08005, Barcelona",0.0,0,15
La Timpa,ITALIANO,"Carrer Nou de la Rambla, 154, 08004, Barcelona",0.0,0,17
Samurai Ramen,JAPONÉS,"Carrer de Lleida, 11, 08004, Barcelona",0.0,0,18
Teppan-Ya,JAPONÉS,"Carrer de Lepant, 347, 08025, Barcelona",0.0,0,20
Taverna Can Roca,CATALÁN,"C/ Gran de Sant Andreu, 209, 08030, Barcelona",0.0,0,25
El Gallego,GALLEGO,"C/ María Cubí, 90, 08021, Barcelona",0.0,0,14
RARE burgers & more,AMERICANO,"Carrer de Casp, 55, 08010, Barcelona",0.0,0,18
Máncora,PERUANO,"Gran Via de les Corts Catalanes, 479, 08015, Barcelona",0.0,0,15
Balsàmic,MERCADO,"C/ Milanesat, 34, 08017, Barcelona",0.0,0,22
Aché pa ti,CUBANO,"C/ Castillejos, 208, 08013, Barcelona",0.0,0,14
El Ñaño Caminito Guayaquil,LATINO,"Carrer d'Aragó, 54, 08015, Barcelona",0.0,0,15
Hydrogen - Hotel Barceló Sants,MEDITERRÁNEO,"Pl. Països Catalans, s/n, 08014, Barcelona",0.0,0,45
Lasarte by Martín Berasategui - Monument Hotel,MEDITERRÁNEO,"C/ Mallorca, 259, 08008, Barcelona",0.0,0,200
Pudding Pau Claris,MEDITERRÁNEO,"Carrer de Pau Claris, 90, 08010, Barcelona",0.0,0,12
Urban's,MEDITERRÁNEO,"Carrer del Rosselló, 174, 08036, Barcelona",0.0,0,18
La Portería,MEDITERRÁNEO,"C/ Laforja, 11 , 08006, Barcelona",0.0,0,31
Taverna Pervers,MEDITERRÁNEO,"Carrer d'Hercegovina, 24, 08006, Barcelona",0.0,0,25
Breakfast & Lunch,MEDITERRÁNEO,"Passeig de Joan de Borbó, 6, 08003, Barcelona",0.0,0,15
Ignició,MEDITERRÁNEO,"Carrer de Còrcega, 244, 08036, Barcelona",0.0,0,25
El Tianguis Trompo,MEXICANO,"Carrer de Sepúlveda, 151, 08011, Barcelona",0.0,0,17
Bertso Taberna,VASCO,"Carrer Verdi, 138, Barcelona, Spain, 08012, Barcelona",0.0,0,25
Café San Telmo,INTERNACIONAL,"C/ Buenos Aires, 60, 08036, Barcelona",0.0,0,21
Navarra,MEDITERRÁNEO,"Passeig de Gràcia, 4, 08007, Barcelona",0.0,0,28
La Torrada de Cristòfol,CATALÁN,"C/Plaza María Brossa, 14, 08030, Barcelona",0.0,0,35
Tast-Ller,MEDITERRÁNEO,"Carrer de Viladomat, 137, 08015, Barcelona",0.0,0,75
Tonka,MEDITERRÁNEO,"C/ Marqués del Campo Sagrado, 27, 08015, Barcelona",0.0,0,18
Yummy Veggie,VEGETARIANO,"Carrer de Pere IV, 208, 08005, Barcelona",0.0,0,10
Shingane,COREANO,"Carrer de Calàbria, 232, 08029, Barcelona",0.0,0,20
Chamestong,ASIÁTICO,"Ronda de la Universitat, 11, 08007, Barcelona",0.0,0,15
Nagisa,JAPONÉS,"C/ Alfonso XII 34, 08006, Barcelona",0.0,0,15
La Biblioteca Gourmande,MEDITERRÁNEO,"Carrer de la Junta de Comerç, 28, Barcelona, Spain, 08001, Barcelona",0.0,0,30
Tresss i no res,€,"C/ Cera, 53, 08001, Barcelona",0.0,0,17
Idíl.lic,VEGETARIANO,"Carrer de Muntaner, 32, 08011, Barcelona",0.0,0,17
Ándele Arenas,MEXICANO,"Gran Via de les Corts Catalanes, 373, 08015, Barcelona",0.0,0,20
Vesuvius,€,"Carrer Entença, 64, 08015, Barcelona",0.0,0,18
Mandragora,GALLEGO,"C/ Carmen, 95, 08001, Barcelona",0.0,0,19
Fishop,MEDITERRÁNEO,"Passeig de Gràcia , 53 - Bulevard Rosa, 08007, Barcelona",0.0,0,50
Ostras Pedrín,MEDITERRÁNEO,"Carrer de Còrsega, 225, 08036, Barcelona",0.0,0,30
Jai-Ca,MEDITERRÁNEO,"Carrer de Ginebra, 7-9, 08003, Barcelona",0.0,0,20
Vicios y virtudes,MEDITERRÁNEO,"Carrer de Blasco de Garay, 10, Barcelona, Spain, 08004, Barcelona",0.0,0,25
La Mar Salada,MARISQUERÍA,"Passeig Joan de Borbó, 58, 08003, Barcelona",0.0,0,27
Bismad,INDIO,"Carrer de Villarroel, 23, 08011, Barcelona",0.0,0,12
Bun Bo Vietnam Raval,VIETNAMITA,"Carrer dels Àngels, 6, 08001, Barcelona",0.0,0,20
LAB Restaurant,MEDITERRÁNEO,"Carrer de Rossend Arús, 12, 08014, Barcelona",0.0,0,56
Vilmar Rosselló,BRASILEÑO,"Carrer del Rosselló, 209, 08008, Barcelona",0.0,0,35
Vilaret,€,"Passatge de Vilaret, 54, 08013, Barcelona",0.0,0,15
Okinawa Sushi,JAPONÉS,"Av. Diagonal, 40, 08019, Barcelona",0.0,0,25
La Rueda,LATINO,"C/ Rosselló, 266, 08037, Barcelona",0.0,0,20
Casa Díaz,MEDITERRÁNEO,"Carrer de los Castillejos, 285, Barcelona, Spain, 08025, Barcelona",0.0,0,10
L'Empanat,CREATIVO,"Carrer de Monlau, 60, 08027, Barcelona",0.0,0,15
Piccata,€,"Gran Vía de las Cortes Catalanes, 489, 08015, Barcelona",0.0,0,24
Cata 1.81,CATALÁN,"C/ València, 181, 08011, Barcelona",0.0,0,15
La Clara,MEDITERRÁNEO,"Gran via de les corts Catalanes, 442, 08015, Barcelona",0.0,0,22
Ali doner kebab,€,"Carrer de Còrsega, 629, 08025, Barcelona",0.0,0,15
Theseo,MEDITERRÁNEO,"Carrer del Comte Borrell, 119, 08015, Barcelona",0.0,0,15
Meet,JAPONÉS,"Carrer del Consell de Cent, 401, 08009, Barcelona",0.0,0,20
Paralelo 91,MEDITERRÁNEO,"Avinguda Paral·lel, 91, 08004, Barcelona",0.0,0,19
Índigo - Hilton Diagonal Mar Barcelona,MEDITERRÁNEO,"Passeig del Taulat, 262 - 264, 08019, Barcelona",0.0,0,35
Caliu,MEDITERRÁNEO,"C/ Assaonadors, 31Plaza Allada/Vermell 18, 08003, Barcelona",0.0,0,24
Forno d'Oro,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 295, 08014, Barcelona",0.0,0,15
Nubar,MEDITERRÁNEO,"Passeig de Gràcia, 53, 08007, Barcelona",0.0,0,30
Rincón Persa,IRANÍ,"Carrer de Floridablanca, 85, 08015, Barcelona",0.0,0,25
Vegetalia Sarrià,VEGETARIANO,"Passatge de Senillosa, 1bis, 08034, Barcelona",0.0,0,15
Trattoria O’Principe,ITALIANO,"Carrer de Pujades, 209, 08005, Barcelona",0.0,0,17
Tomax,MEDITERRÁNEO,"Carrer de Loreto, 32, 08029, Barcelona",0.0,0,35
Mezzé,AMERICANO,"Plaça del rom cremat 08027 Barcelona, 08027, Barcelona",0.0,0,10
Carmen Carmen,ESPAÑOL,"Carrer de Bailèn, 104, 08009, Barcelona",0.0,0,15
Feed & Fit,MEDITERRÁNEO,"Av. de Josep Tarradellas, 111, 08029, Barcelona",0.0,0,20
Roto Barcelona,MEDITERRÁNEO,"Passeig de Joan de Borbó, 74, 08039, Barcelona",0.0,0,25
Caramba Tapas,MEDITERRÁNEO,"Carrer de la Cera, 57, 08001, Barcelona",0.0,0,17
Maillard,MEDITERRÁNEO,"Carrer del Equador, 47, 08029, Barcelona",0.0,0,10
MoMa,MERCADO,"Carrer de Riego, 25, 08014, Barcelona",0.0,0,25
Burro Chilango,MEXICANO,"C/ Cinca, 86, 08030, Barcelona",0.0,0,20
Asador de Lugo,ASADOR,"C/ Condes de Belloc, 63-65, 08014, Barcelona",0.0,0,27
La Orquídea,LATINO,"C/ Llull, 230, 08005, Barcelona",0.0,0,17
Dorotea,MEDITERRÁNEO,"Carrer de Santes Creus, 18, 08031, Barcelona",0.0,0,25
Miss Sushi - Diagonal Mar,JAPONÉS,"Avinguda Diagonal, 21, 08019, Barcelona",0.0,0,16
Parker Restaurante,MEDITERRÁNEO,"Carrer d'Aribau, 3, 08011, Barcelona",0.0,0,15
Yoma II,JAPONÉS,"Carrer de la Independència, 361, 08026, Barcelona",0.0,0,14
Almalibre Açaí Bar,VEGETARIANO,"Carrer de Girona, 118, 08009, Barcelona",0.0,0,15
El Foro,ARGENTINO,"C/Princesa, 53, 08003, Barcelona",0.0,0,25
Un Bocado,JAPONÉS,"Carrer de Viladomat, 259, 08029, Barcelona",0.0,0,18
Dumplings,ASIÁTICO,"Carrer de la Creu Coberta, 48, 08014, Barcelona",0.0,0,20
La Jacaranda del Dos Torres,MEDITERRÁNEO,"Via Augusta, 300, 08017, Barcelona",0.0,0,25
